"pd","t225","t140","t175","t27","t172","t86","t275","t219","t66","t158","t231","t8","t59","t252","t90","t105","t125","t226","t242","t136","t238","t114"
0,0.974707784776263,0.0576172240833287,0.999859835339044,0.0542661508919934,0.999882514994497,0.999978870495367,0.999930204480882,0.999930204480882,0.999877297079264,0.999845568143658,0.164258677218556,0.164258677218557,0.999857276149575,0.999857276149575,0.999843802489245,0.999843802489245,0.999978590995427,0.999978590995427,0.999874378736487,0.999874378736487,0.99987671428266,0.99987671428266
1,0.941470254682781,0.0659079029775941,0.999126308829304,0.0626691173979507,0.999246858257669,0.999826225219562,0.999514897689646,0.999514897689646,0.999219081834818,0.999052685427581,0.159729171452802,0.159729171452802,0.999113159268454,0.999113159268454,0.999043695274393,0.999043695274393,0.999824324767884,0.999824324767884,0.999203674128546,0.999203674128546,0.999216021640683,0.999216021640683
2,0.90609039326407,0.0712591064359114,0.997454938169481,0.0681328413245611,0.997769518578885,0.999404146030697,0.998493266073856,0.998493266073856,0.997697101565211,0.997266449696212,0.157126785355957,0.157126785355957,0.9974214340292,0.9974214340292,0.997243636796624,0.997243636796624,0.999398428654419,0.999398428654419,0.997657148829076,0.997657148829076,0.997689203667642,0.997689203667642
3,0.870363239961095,0.0752962295596313,0.994574832375886,0.0722738234353311,0.995188508317916,0.998572403361641,0.996636687987496,0.996636687987496,0.995047491512148,0.994212554292017,0.155301358731509,0.155301358731509,0.994510752086358,0.994510752086358,0.994169015178008,0.994169015178008,0.998560067623423,0.998560067623423,0.994970024310882,0.994970024310882,0.995032244488061,0.995032244488061
4,0.835193988461697,0.0785712444237502,0.990261974357027,0.0756443552416389,0.991281888750425,0.997190551801476,0.993739253239405,0.993739253239405,0.991048040645124,0.98966741259227,0.153897396409421,0.153897396409421,0.99015732793712,0.99015732793712,0.98959638963525,0.98959638963525,0.997168367008146,0.997168367008146,0.990920047868848,0.990920047868848,0.991022954609506,0.991022954609506
5,0.801082373360829,0.0813433117607311,0.984333021348588,0.0785047879181404,0.985863059464382,0.995119798105599,0.98961648097542,0.989616480975421,0.985513112278415,0.983451048995457,0.152757997941839,0.152757997941839,0.984178565316279,0.984178565316279,0.983346270221498,0.983346270221498,0.995084254411042,0.995084254411043,0.985322207652024,0.985322207652024,0.985475848975011,0.985475848975011
6,0.768304350503296,0.0837563011950923,0.976644447770354,0.0810000920623268,0.978780615133725,0.992225041416235,0.984106642991248,0.984106642991249,0.978293318990489,0.975425774981818,0.151800052914536,0.151800052914536,0.976432107890946,0.976432107890946,0.975281735108479,0.975281735108479,0.992172489383881,0.992172489383881,0.978028304289559,0.978028304289559,0.978241799909147,0.978241799909147
7,0.737001354754669,0.0858989063936095,0.967093455139844,0.0832198605181747,0.969919803217542,0.988377156534558,0.977073191556871,0.977073191556871,0.969276840979802,0.965496722468388,0.150974234793829,0.150974234793829,0.966816674668454,0.966816674668454,0.96530891574097,0.96530891574097,0.988303942499804,0.988303942499805,0.968928189031356,0.968928189031356,0.969209338241256,0.969209338241256
8,0.707230638897411,0.0878299111754738,0.955619157189119,0.0852235963806538,0.959204298600687,0.9834555016922,0.968407559943406,0.968407559943407,0.958391054773827,0.953612629839013,0.150248880776554,0.150248880776554,0.95527316805686,0.95527316805686,0.953377732266439,0.953377732266439,0.983358100866294,0.983358100866295,0.95795130884851,0.95795130884851,0.958306264308733,0.958306264308733
9,0.678995970798461,0.0895904053097346,0.942203233048909,0.0870529668493273,0.946597562942764,0.977350585291483,0.958031847105046,0.958031847105046,0.945603722480284,0.939766038825959,0.149602462594826,0.149602462594825,0.941785241487044,0.941785241487044,0.939482033764148,0.939482033764148,0.977225731868112,0.977225731868112,0.945067799565823,0.945067799565823,0.945500817300856,0.945500817300856
10,0.652267238803629,0.0912103080746186,0.92686957020437,0.0887383596210304,0.932103320966131,0.969966792910936,0.945901008382837,0.945901008382837,0.930923271325517,0.923992425772562,0.149019682165867,0.149019682165867,0.926378848891038,0.926378848891038,0.923658667425207,0.923658667425207,0.969811604600102,0.969811604600102,0.930288655882434,0.930288655882434,0.930801932591554,0.930801932591554
11,0.626993322970771,0.0927121221876765,0.909682637447293,0.0903026620035093,0.915764865387469,0.961225050968154,0.932004252240127,0.932004252240127,0.914397881715333,0.906368029946281,0.148489281705204,0.148489281705204,0.909120520433004,0.909120520433004,0.905985242293532,0.905985242293533,0.961037144121772,0.961037144121773,0.913664700447303,0.913664700447303,0.914258306133515,0.914258306133514
12,0.603110677747033,0.0941132238190493,0.890744505752707,0.0917635697026522,0.897663055225167,0.951065286853762,0.916365421203612,0.916365421203613,0.896113260692314,0.887006330639749,0.148002737870416,0.148002737870416,0.890114288459752,0.890114288459752,0.886576543420763,0.886576543420763,0.950842877603888,0.950842877603889,0.895284235691562,0.895284235691562,0.895956144163435,0.895956144163435
13,0.580549094725236,0.0954273267537963,0.870190588510994,0.0931350649531064,0.877913012854139,0.939448538691097,0.899042222651719,0.89904222265172,0.876189121166073,0.866053282313789,0.147553443749095,0.147553443749095,0.869497341676107,0.869497341676107,0.865579710089233,0.865579710089233,0.939190525303215,0.939190525303216,0.87526940698117,0.87526940698117,0.876015620198311,0.876015620198311
14,0.559235570705323,0.0966654554378202,0.848184300230867,0.0944284000357541,0.856659651069591,0.926358572778244,0.880124270762702,0.880124270762703,0.854774513502572,0.843681542360128,0.147136175249363,0.147136175249363,0.847434612645564,0.847434612645564,0.843168416623095,0.843168416623095,0.926064594742554,0.926064594742555,0.853771431829478,0.853771431829478,0.854586187464608,0.854586187464608
15,0.539096884244547,0.0978366129458162,0.824910927873169,0.0956527731830458,0.834072264600631,0.911802884127506,0.859729998266887,0.859729998266888,0.832042257291867,0.820084013597768,0.146746730989371,0.14674673098937,0.824112597292567,0.824112597292567,0.819536380818376,0.819536380818376,0.911473354355103,0.911473354355105,0.830964949902663,0.830964949902663,0.831840995855884,0.831840995855884
16,0.520061283773057,0.0989482523473026,0.800571065492547,0.0968158060347597,0.810338492913261,0.895812984989855,0.838002586622626,0.838002586622626,0.8081827898067,0.79546706919056,0.146381682150665,0.146381682150665,0.79973275957395,0.79973275957395,0.794890569226599,0.794890569226599,0.895449092784292,0.895449092784294,0.807041815103234,0.807041815103234,0.807970730761452,0.807970730761452
17,0.502059561526012,0.100006617338114,0.775373978888997,0.0979238889984822,0.785657997696596,0.878443926022721,0.815105136731616,0.815105136731617,0.783397779466527,0.770043831343633,0.146038194337764,0.146038194337763,0.774504888296464,0.774504888296464,0.769444470729825,0.769444470729825,0.878047610143415,0.878047610143418,0.782204680182547,0.782204680182547,0.783177222381238,0.783177222381238
18,0.485025702364024,0.101016993546599,0.749531245418069,0.0989824362709992,0.760236198560461,0.859773041581003,0.791215352053842,0.791215352053843,0.757893847758765,0.744027841807299,0.145713897937068,0.145713897937068,0.748640749450169,0.748640749450169,0.743411775181378,0.743411775181377,0.85934693453962,0.859346934539623,0.756660716777416,0.756660716777416,0.75766716875303,0.75766716875303
19,0.468897239078739,0.10198389734397,0.723250962236637,0.0999960775995137,0.734278378211644,0.839897960124911,0.766520027916985,0.766520027916986,0.731876706310525,0.717627400761057,0.145406791956729,0.145406791956729,0.722348323938951,0.722348323938951,0.717000731401819,0.717000731401819,0.83944530666754,0.839445306667543,0.730615774650625,0.730615774650625,0.731646278512249,0.731646278512249
