"pd","t225","t140","t175","t27","t172","t86","t275","t219","t66","t158","t231","t8","t59","t252","t90","t105","t125","t226","t242","t136","t238","t114"
0,0.965808146553925,0.0262444066558421,0.999934702277605,0.0313198498486673,0.999946729666375,0.999993468528613,0.999971389462254,0.999971389462254,0.999944478449341,0.999928254733449,0.113731452097309,0.113731452097309,0.999933950142442,0.999933950142442,0.999927618128318,0.999927618128318,0.999993407761816,0.999993407761816,0.999943398210084,0.999943398210084,0.999944396486405,0.999944396486405
1,0.917996298955584,0.0307271020244816,0.999490190385671,0.0356738116692645,0.999570170760304,0.999927800146646,0.999745201943064,0.999745201943064,0.999555130967201,0.999448621301606,0.106453313337223,0.106453313337223,0.999485383079503,0.999485383079503,0.999444568798492,0.999444568798492,0.999927246612549,0.999927246612549,0.99954796601672,0.99954796601672,0.999554591431709,0.999554591431709
2,0.866922466323649,0.0336843233421388,0.998305308312041,0.0384852053016965,0.998543215270964,0.999705639413613,0.999084858980593,0.999084858980593,0.998498436673818,0.998184074571971,0.102388602524701,0.102388602524701,0.998291406989818,0.998291406989818,0.998172354600718,0.998172354600718,0.999703664489688,0.999703664489688,0.998477204148585,0.998477204148585,0.998496848107617,0.998496848107617
3,0.816060284572156,0.0359472019948427,0.996031688698161,0.0406076707484264,0.996540988941006,0.999202418711743,0.997734884887841,0.997734884887841,0.996445172323995,0.995776074057457,0.0995885958538681,0.0995885958538681,0.996002622721991,0.996002622721991,0.995751527057284,0.995751527057284,0.999197610444775,0.999197610444775,0.996399906151831,0.996399906151831,0.996441805752552,0.996441805752552
4,0.76708427744391,0.0378025234862338,0.992337365182834,0.042330730833256,0.993247034818335,0.99827288981137,0.995430767137192,0.995430767137192,0.993076092381254,0.991886625818577,0.0974638458425536,0.0974638458425536,0.992286535268359,0.992286535268359,0.991843588352309,0.991843588352309,0.998263393437088,0.998263393437088,0.99299558842731,0.99299558842731,0.993070139207601,0.993070139207601
5,0.72080713888507,0.0393863987640683,0.986913916570157,0.0437902367817283,0.988360932114145,0.996755483714409,0.991906715402508,0.991906715402508,0.988089438305906,0.986205063715484,0.0957579108804823,0.0957579108804823,0.986834640534816,0.986834640534816,0.986137731979299,0.986137731979299,0.996739058910494,0.996739058910494,0.987961941647149,0.987961941647149,0.988080062721317,0.988080062721317
6,0.677571519695096,0.0407750200834512,0.979485597672751,0.0450615777449863,0.981607337707621,0.994476247672504,0.986903657611458,0.986903657611458,0.981209978134889,0.978457110760911,0.0943364430324264,0.0943364430324264,0.979371533700836,0.979371533700837,0.978359892139304,0.978359892139304,0.994450340915602,0.994450340915602,0.981023863948225,0.981023863948225,0.981196367971703,0.981196367971703
7,0.63745413570617,0.0420156815135566,0.969819489709126,0.0461912203537169,0.97274599377592,0.991252986513485,0.98017795811479,0.98017795811479,0.972199023645833,0.968414976613978,0.0931204213234722,0.0931204213234722,0.969665039195229,0.969665039195229,0.968282830592258,0.968282830592258,0.991214818680053,0.991214818680053,0.971943476786632,0.971943476786632,0.97218044002865,0.97218044002865
8,0.600382102985199,0.043139911676503,0.957735677523081,0.0472099577688058,0.961581995682261,0.986899910012429,0.97151078583071,0.97151078583071,0.960864665561088,0.955907356460003,0.0920595085128612,0.0920595085128612,0.957536353590884,0.957536353590884,0.955736112737199,0.955736112737199,0.986846579266186,0.986846579266186,0.960530338587485,0.960530338587485,0.960840489836791,0.960840489836791
9,0.566201817562426,0.0441698615771207,0.943116387641491,0.0481393130493071,0.947975437824535,0.981232920790705,0.960717747544455,0.960717747544455,0.947071310477957,0.940828185342075,0.0911197062574305,0.0911197062574305,0.942869127244119,0.942869127244119,0.940614819875501,0.940614819875502,0.981161519810342,0.981161519810342,0.94665092430303,0.94665092430303,0.947041085815665,0.947041085815665
