"phy","focal","t13","t143","t220","t25","t19","t279","t96","t219","t133","t62","t222","t94","t289","t123","t172","t138","t233","t43","t293","t117","t61","t14","t23","t176","t82","t9","t41","t205","t31","t164","t97","t206","t201","t37","t273","t139","t38","t112","t64","t214","t295","t281","t84","t57","t228","t244","t277","t184","t163","t179","t284","t193","t107","t190","t3","t59","t257","t34","t130","t269","t247","t147","t288","t85","t86","t101","t81","t159","t276","t28","t177","t300","t45","t250","t153","t168","t151","t291","t232","t8","t113","t286","t174","t87","t80","t208","t53","t77","t114","t6","t100","t75","t180","t121","t150","t47","t200","t212","t275","t197","t110","t245","t155","t40","t118","t259","t1","t191","t192","t272","t240","t17","t213","t70","t89","t252","t169","t55","t135","t207","t132","t154","t146","t42","t32","t58","t124","t253","t68","t182","t161","t173","t10","t254","t93","t122","t186","t39","t178","t36","t2","t266","t109","t237","t21","t119","t78","t278","t73","t202","t65","t98","t217","t11","t44","t160","t218","t263","t268","t255","t229","t156","t287"
2,"t220",0.108566957953448,0.17859868823726,0.966835191147786,0.17859868823726,0.17859868823726,0.108566957953448,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.17859868823726,0.17859868823726,0.364518921454387,0.180357679035243,0.17859868823726,0.0953496396700224,0.17859868823726,0.0953496396700224,0.0953496396700224,0.180357679035243,0.17859868823726,0.364518921454387,0.17859868823726,0.0953496396700224,0.17859868823726,0.0953496396700224,0.17859868823726,0.17859868823726,0.0953496396700224,0.17859868823726,0.17859868823726,0.201037410400491,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.180357679035243,0.180357679035243,0.0953496396700224,0.17859868823726,0.180357679035243,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.17859868823726,0.180357679035243,0.180357679035243,0.0953496396700224,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.17859868823726,0.0953496396700224,0.108566957953448,0.180357679035243,0.201037410400491,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.17859868823726,0.0953496396700224,0.108566957953448,0.17859868823726,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.364518921454387,0.364518921454387,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.180357679035243,0.180357679035243,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.108566957953448,0.0953496396700224,0.17859868823726,0.17859868823726,0.0953496396700224,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.108566957953448,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.17859868823726,0.108566957953448,0.17859868823726,0.0953496396700224,0.0953496396700224,0.17859868823726,0.0953496396700224,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.17859868823726,0.108566957953448,0.108566957953448,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.17859868823726,0.17859868823726,0.180357679035243,0.180357679035243,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.17859868823726,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.0953496396700224,0.17859868823726,0.17859868823726,0.0953496396700224,0.0953496396700224
2,"t96",0.143451637025575,0.168310098285566,0.161937512257843,0.163384565071275,0.168310098285566,0.143451637025575,0.39291801590847,0.163384565071275,0.182859729154109,0.163384565071275,0.163384565071275,0.168310098285566,0.139124483760038,0.168310098285566,0.163384565071275,0.161937512257843,0.161937512257843,0.168310098285566,0.139124483760038,0.168310098285566,0.139124483760038,0.139124483760038,0.161937512257843,0.165500631019708,0.161937512257843,0.163384565071275,0.139124483760038,0.163384565071275,0.139124483760038,0.168310098285566,0.168310098285566,0.139124483760038,0.163384565071275,0.163384565071275,0.161937512257843,0.168310098285566,0.168310098285566,0.163384565071275,0.139124483760038,0.161937512257843,0.161937512257843,0.139124483760038,0.165500631019708,0.161937512257843,0.163384565071275,0.168310098285566,0.168310098285566,0.165500631019708,0.139124483760038,0.163384565071275,0.161937512257843,0.161937512257843,0.139124483760038,0.163384565071275,0.168310098285566,0.165500631019708,0.139124483760038,0.139124483760038,0.163384565071275,0.139124483760038,0.143451637025575,0.161937512257843,0.161937512257843,0.163384565071275,0.182859729154109,0.182859729154109,0.139124483760038,0.182859729154109,0.139124483760038,0.143451637025575,0.182859729154109,0.139124483760038,0.139124483760038,0.139124483760038,0.161937512257843,0.161937512257843,0.163384565071275,0.168310098285566,0.163384565071275,0.163384565071275,0.161937512257843,0.161937512257843,0.165500631019708,0.224466595121973,0.163384565071275,0.163384565071275,0.139124483760038,0.143451637025575,0.139124483760038,0.163384565071275,0.163384565071275,0.139124483760038,0.182859729154109,0.168310098285566,0.182859729154109,0.139124483760038,0.139124483760038,0.182859729154109,0.165500631019708,0.165500631019708,0.168310098285566,0.143451637025575,0.163384565071275,0.182859729154109,0.182859729154109,0.139124483760038,0.139124483760038,0.165500631019708,0.165500631019708,0.163384565071275,0.168310098285566,0.168310098285566,0.139124483760038,0.139124483760038,0.139124483760038,0.139124483760038,0.163384565071275,0.143451637025575,0.168310098285566,0.139124483760038,0.139124483760038,0.168310098285566,0.139124483760038,0.163384565071275,0.182859729154109,0.139124483760038,0.139124483760038,0.224466595121973,0.143451637025575,0.143451637025575,0.163384565071275,0.163384565071275,0.139124483760038,0.139124483760038,0.168310098285566,0.168310098285566,0.161937512257843,0.161937512257843,0.163384565071275,0.165500631019708,0.168310098285566,0.168310098285566,0.168310098285566,0.168310098285566,0.139124483760038,0.182859729154109,0.182859729154109,0.163384565071275,0.139124483760038,0.139124483760038,0.139124483760038,0.139124483760038,0.139124483760038,0.168310098285566,0.168310098285566,0.139124483760038,0.139124483760038,0.139124483760038,0.139124483760038,0.163384565071275,0.163384565071275,0.139124483760038,0.139124483760038
2,"t219",0.140511851054254,0.164258803443469,0.162518140930572,0.166799340217587,0.164258803443469,0.140511851054254,0.164258803443469,0.452461350593199,0.164258803443469,0.166799340217587,0.166799340217587,0.164258803443469,0.135427758974872,0.164258803443469,0.177859515096574,0.162518140930572,0.162518140930572,0.164258803443469,0.135427758974872,0.164258803443469,0.135427758974872,0.135427758974872,0.162518140930572,0.164258803443469,0.162518140930572,0.175830693461764,0.135427758974872,0.175830693461764,0.135427758974872,0.164258803443469,0.164258803443469,0.135427758974872,0.177859515096574,0.175830693461764,0.162518140930572,0.164258803443469,0.164258803443469,0.177859515096574,0.135427758974872,0.162518140930572,0.162518140930572,0.135427758974872,0.164258803443469,0.162518140930572,0.177859515096574,0.164258803443469,0.164258803443469,0.164258803443469,0.135427758974872,0.177859515096574,0.162518140930572,0.162518140930572,0.135427758974872,0.175830693461764,0.164258803443469,0.164258803443469,0.135427758974872,0.135427758974872,0.175830693461764,0.135427758974872,0.140511851054254,0.162518140930572,0.162518140930572,0.243888842578488,0.164258803443469,0.164258803443469,0.135427758974872,0.164258803443469,0.135427758974872,0.140511851054254,0.164258803443469,0.135427758974872,0.135427758974872,0.135427758974872,0.162518140930572,0.162518140930572,0.177859515096574,0.164258803443469,0.177859515096574,0.177859515096574,0.162518140930572,0.162518140930572,0.164258803443469,0.164258803443469,0.177859515096574,0.177859515096574,0.135427758974872,0.140511851054254,0.135427758974872,0.175830693461764,0.175830693461764,0.135427758974872,0.164258803443469,0.164258803443469,0.164258803443469,0.135427758974872,0.135427758974872,0.164258803443469,0.164258803443469,0.164258803443469,0.164258803443469,0.140511851054254,0.177859515096574,0.164258803443469,0.164258803443469,0.135427758974872,0.135427758974872,0.164258803443469,0.164258803443469,0.177859515096574,0.164258803443469,0.164258803443469,0.135427758974872,0.135427758974872,0.135427758974872,0.135427758974872,0.210775863798741,0.140511851054254,0.164258803443469,0.135427758974872,0.135427758974872,0.164258803443469,0.135427758974872,0.175830693461764,0.164258803443469,0.135427758974872,0.135427758974872,0.164258803443469,0.140511851054254,0.140511851054254,0.243888842578488,0.243888842578488,0.135427758974872,0.135427758974872,0.164258803443469,0.164258803443469,0.162518140930572,0.162518140930572,0.177859515096574,0.164258803443469,0.164258803443469,0.164258803443469,0.164258803443469,0.164258803443469,0.135427758974872,0.164258803443469,0.164258803443469,0.175830693461764,0.135427758974872,0.135427758974872,0.135427758974872,0.135427758974872,0.135427758974872,0.164258803443469,0.164258803443469,0.135427758974872,0.135427758974872,0.135427758974872,0.135427758974872,0.175830693461764,0.175830693461764,0.135427758974872,0.135427758974872
2,"t138",0.102070002357825,0.174983870115618,0.375948740628771,0.174983870115618,0.174983870115618,0.102070002357825,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.174983870115618,0.174983870115618,0.976355003425192,0.176847273355206,0.174983870115618,0.0886708325679,0.174983870115618,0.0886708325679,0.0886708325679,0.176847273355206,0.174983870115618,0.605243117217162,0.174983870115618,0.0886708325679,0.174983870115618,0.0886708325679,0.174983870115618,0.174983870115618,0.0886708325679,0.174983870115618,0.174983870115618,0.198842988520679,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.176847273355206,0.176847273355206,0.0886708325679,0.174983870115618,0.176847273355206,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.174983870115618,0.176847273355206,0.176847273355206,0.0886708325679,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.174983870115618,0.0886708325679,0.102070002357825,0.176847273355206,0.198842988520679,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.174983870115618,0.0886708325679,0.102070002357825,0.174983870115618,0.0886708325679,0.0886708325679,0.0886708325679,0.605243117217162,0.605243117217162,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.176847273355206,0.176847273355206,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.102070002357825,0.0886708325679,0.174983870115618,0.174983870115618,0.0886708325679,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.102070002357825,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.0886708325679,0.0886708325679,0.174983870115618,0.102070002357825,0.174983870115618,0.0886708325679,0.0886708325679,0.174983870115618,0.0886708325679,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.174983870115618,0.102070002357825,0.102070002357825,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.174983870115618,0.174983870115618,0.176847273355206,0.176847273355206,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.174983870115618,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.0886708325679,0.0886708325679,0.0886708325679,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679,0.0886708325679,0.0886708325679,0.174983870115618,0.174983870115618,0.0886708325679,0.0886708325679
2,"t293",0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.248213956326242,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.790642144355118,0.1340188745636,0.163286268297344,0.191271939621211,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.1340188745636,0.171381611165557,0.1340188745636,0.1340188745636,0.248213956326242,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.1340188745636,0.1340188745636,0.40766546696566,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.163286268297344,0.1340188745636,0.1340188745636,0.1340188745636,0.163286268297344,0.1340188745636,0.1340188745636,0.1340188745636,0.163286268297344,0.171381611165557,0.1340188745636,0.171381611165557,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.1340188745636,0.248213956326242,0.1340188745636,0.1340188745636,0.171381611165557,0.248213956326242,0.171381611165557,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.163286268297344,0.1340188745636,0.171381611165557,0.1340188745636,0.1340188745636,0.163286268297344,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.248213956326242,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.163286268297344,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.171381611165557,0.171381611165557,0.40766546696566,0.1340188745636,0.1340188745636,0.1340188745636,0.248213956326242,0.248213956326242,0.1340188745636,0.248213956326242,0.1340188745636,0.1340188745636,0.191271939621211,0.191271939621211,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.248213956326242,0.248213956326242,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.1340188745636,0.1340188745636,0.1340188745636,0.171381611165557,0.171381611165557,0.248213956326242,0.248213956326242,0.171381611165557,0.1340188745636,0.1340188745636,0.248213956326242,0.248213956326242,0.171381611165557,0.171381611165557,0.1340188745636,0.1340188745636,0.248213956326242,0.248213956326242
2,"t117",0.153957298304247,0.163685440227039,0.159901413791978,0.160350274155801,0.16463221569716,0.153957298304247,0.161862011609623,0.160350274155801,0.161862011609623,0.160350274155801,0.160350274155801,0.172406400257785,0.152503447494417,0.163685440227039,0.160350274155801,0.159901413791978,0.159901413791978,0.175381268910789,0.152503447494417,0.21768404943712,0.152503447494417,0.152503447494417,0.159901413791978,0.16100274148945,0.159901413791978,0.160350274155801,0.152503447494417,0.160350274155801,0.152503447494417,0.175381268910789,0.175381268910789,0.152503447494417,0.160350274155801,0.160350274155801,0.159901413791978,0.16463221569716,0.16463221569716,0.160350274155801,0.152503447494417,0.159901413791978,0.159901413791978,0.152503447494417,0.16100274148945,0.159901413791978,0.160350274155801,0.16463221569716,0.16463221569716,0.16100274148945,0.152503447494417,0.160350274155801,0.159901413791978,0.159901413791978,0.152503447494417,0.160350274155801,0.173544266077948,0.16100274148945,0.152503447494417,0.152503447494417,0.160350274155801,0.152503447494417,0.153957298304247,0.159901413791978,0.159901413791978,0.160350274155801,0.161862011609623,0.161862011609623,0.152503447494417,0.161862011609623,0.152503447494417,0.153957298304247,0.161862011609623,0.152503447494417,0.152503447494417,0.152503447494417,0.159901413791978,0.159901413791978,0.160350274155801,0.16463221569716,0.160350274155801,0.160350274155801,0.159901413791978,0.159901413791978,0.16100274148945,0.161862011609623,0.160350274155801,0.160350274155801,0.152503447494417,0.153957298304247,0.152503447494417,0.160350274155801,0.160350274155801,0.152503447494417,0.161862011609623,0.173544266077948,0.161862011609623,0.152503447494417,0.152503447494417,0.161862011609623,0.16100274148945,0.16100274148945,0.16463221569716,0.153957298304247,0.160350274155801,0.161862011609623,0.161862011609623,0.152503447494417,0.152503447494417,0.16100274148945,0.16100274148945,0.160350274155801,0.172406400257785,0.172406400257785,0.152503447494417,0.152503447494417,0.152503447494417,0.152503447494417,0.160350274155801,0.153957298304247,0.172406400257785,0.152503447494417,0.152503447494417,0.163685440227039,0.152503447494417,0.160350274155801,0.161862011609623,0.152503447494417,0.152503447494417,0.161862011609623,0.153957298304247,0.153957298304247,0.160350274155801,0.160350274155801,0.152503447494417,0.152503447494417,0.173544266077948,0.173544266077948,0.159901413791978,0.159901413791978,0.160350274155801,0.16100274148945,0.163685440227039,0.163685440227039,0.16463221569716,0.16463221569716,0.152503447494417,0.161862011609623,0.161862011609623,0.160350274155801,0.152503447494417,0.152503447494417,0.152503447494417,0.152503447494417,0.152503447494417,0.172406400257785,0.172406400257785,0.152503447494417,0.152503447494417,0.152503447494417,0.152503447494417,0.160350274155801,0.160350274155801,0.152503447494417,0.152503447494417
2,"t14",0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.191335949323668,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.191335949323668,0.142601041144128,0.167826998281476,0.702948149932471,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.142601041144128,0.174680922574773,0.142601041144128,0.142601041144128,0.191335949323668,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.142601041144128,0.142601041144128,0.191335949323668,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.167826998281476,0.142601041144128,0.142601041144128,0.142601041144128,0.167826998281476,0.142601041144128,0.142601041144128,0.142601041144128,0.167826998281476,0.174680922574773,0.142601041144128,0.174680922574773,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.142601041144128,0.191335949323668,0.142601041144128,0.142601041144128,0.174680922574773,0.191335949323668,0.174680922574773,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.167826998281476,0.142601041144128,0.174680922574773,0.142601041144128,0.142601041144128,0.167826998281476,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.191335949323668,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.167826998281476,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.174680922574773,0.174680922574773,0.191335949323668,0.142601041144128,0.142601041144128,0.142601041144128,0.191335949323668,0.191335949323668,0.142601041144128,0.191335949323668,0.142601041144128,0.142601041144128,0.368371341510797,0.368371341510797,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.191335949323668,0.191335949323668,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.142601041144128,0.142601041144128,0.142601041144128,0.174680922574773,0.174680922574773,0.191335949323668,0.191335949323668,0.174680922574773,0.142601041144128,0.142601041144128,0.191335949323668,0.191335949323668,0.174680922574773,0.174680922574773,0.142601041144128,0.142601041144128,0.191335949323668,0.191335949323668
2,"t176",0.148772914726462,0.163691784626315,0.161319159413977,0.162284372663866,0.163691784626315,0.148772914726462,0.163691784626315,0.162284372663866,0.163691784626315,0.162284372663866,0.162284372663866,0.163691784626315,0.145772436479168,0.163691784626315,0.162284372663866,0.161319159413977,0.161319159413977,0.163691784626315,0.145772436479168,0.163691784626315,0.145772436479168,0.145772436479168,0.161319159413977,0.301810712799745,0.161319159413977,0.162284372663866,0.145772436479168,0.162284372663866,0.145772436479168,0.163691784626315,0.163691784626315,0.145772436479168,0.162284372663866,0.162284372663866,0.161319159413977,0.163691784626315,0.163691784626315,0.162284372663866,0.145772436479168,0.161319159413977,0.161319159413977,0.145772436479168,0.181457462609544,0.161319159413977,0.162284372663866,0.163691784626315,0.163691784626315,0.206111381122984,0.145772436479168,0.162284372663866,0.161319159413977,0.161319159413977,0.145772436479168,0.162284372663866,0.163691784626315,0.170136507148533,0.145772436479168,0.145772436479168,0.162284372663866,0.145772436479168,0.148772914726462,0.161319159413977,0.161319159413977,0.162284372663866,0.163691784626315,0.163691784626315,0.145772436479168,0.163691784626315,0.145772436479168,0.148772914726462,0.163691784626315,0.145772436479168,0.145772436479168,0.145772436479168,0.161319159413977,0.161319159413977,0.162284372663866,0.163691784626315,0.162284372663866,0.162284372663866,0.161319159413977,0.161319159413977,0.181457462609544,0.163691784626315,0.162284372663866,0.162284372663866,0.145772436479168,0.148772914726462,0.145772436479168,0.162284372663866,0.162284372663866,0.145772436479168,0.163691784626315,0.163691784626315,0.163691784626315,0.145772436479168,0.145772436479168,0.163691784626315,0.206111381122984,0.206111381122984,0.163691784626315,0.148772914726462,0.162284372663866,0.163691784626315,0.163691784626315,0.145772436479168,0.145772436479168,0.211469075585496,0.211469075585496,0.162284372663866,0.163691784626315,0.163691784626315,0.145772436479168,0.145772436479168,0.145772436479168,0.145772436479168,0.162284372663866,0.148772914726462,0.163691784626315,0.145772436479168,0.145772436479168,0.163691784626315,0.145772436479168,0.162284372663866,0.163691784626315,0.145772436479168,0.145772436479168,0.163691784626315,0.148772914726462,0.148772914726462,0.162284372663866,0.162284372663866,0.145772436479168,0.145772436479168,0.163691784626315,0.163691784626315,0.161319159413977,0.161319159413977,0.162284372663866,0.181457462609544,0.163691784626315,0.163691784626315,0.163691784626315,0.163691784626315,0.145772436479168,0.163691784626315,0.163691784626315,0.162284372663866,0.145772436479168,0.145772436479168,0.145772436479168,0.145772436479168,0.145772436479168,0.163691784626315,0.163691784626315,0.145772436479168,0.145772436479168,0.145772436479168,0.145772436479168,0.162284372663866,0.162284372663866,0.145772436479168,0.145772436479168
2,"t82",0.102128513827907,0.17367910898373,0.3700309266971,0.17367910898373,0.17367910898373,0.102128513827907,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.17367910898373,0.17367910898373,0.595686474287244,0.175502637620168,0.17367910898373,0.0889182465127077,0.17367910898373,0.0889182465127077,0.0889182465127077,0.175502637620168,0.17367910898373,0.974158853040491,0.17367910898373,0.0889182465127077,0.17367910898373,0.0889182465127077,0.17367910898373,0.17367910898373,0.0889182465127077,0.17367910898373,0.17367910898373,0.197015809038428,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.175502637620168,0.175502637620168,0.0889182465127077,0.17367910898373,0.175502637620168,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.17367910898373,0.175502637620168,0.175502637620168,0.0889182465127077,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.17367910898373,0.0889182465127077,0.102128513827907,0.175502637620168,0.197015809038428,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.17367910898373,0.0889182465127077,0.102128513827907,0.17367910898373,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.673753200140738,0.673753200140738,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.175502637620168,0.175502637620168,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.102128513827907,0.0889182465127077,0.17367910898373,0.17367910898373,0.0889182465127077,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.102128513827907,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.17367910898373,0.102128513827907,0.17367910898373,0.0889182465127077,0.0889182465127077,0.17367910898373,0.0889182465127077,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.17367910898373,0.102128513827907,0.102128513827907,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.17367910898373,0.17367910898373,0.175502637620168,0.175502637620168,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.17367910898373,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.0889182465127077,0.17367910898373,0.17367910898373,0.0889182465127077,0.0889182465127077
2,"t38",0.15437156480346,0.163371030154886,0.159874429846458,0.160289454913572,0.173815364453172,0.15437156480346,0.161686720420821,0.160289454913572,0.161686720420821,0.160289454913572,0.160289454913572,0.164245127592367,0.153023650702757,0.163371030154886,0.160289454913572,0.159874429846458,0.159874429846458,0.164245127592367,0.153023650702757,0.164245127592367,0.153023650702757,0.153023650702757,0.159874429846458,0.160892613346076,0.159874429846458,0.160289454913572,0.153023650702757,0.160289454913572,0.153023650702757,0.164245127592367,0.164245127592367,0.153023650702757,0.160289454913572,0.160289454913572,0.159874429846458,0.185062546944512,0.212827986140907,0.160289454913572,0.153023650702757,0.159874429846458,0.159874429846458,0.153023650702757,0.160892613346076,0.159874429846458,0.160289454913572,0.184178244673209,0.184178244673209,0.160892613346076,0.153023650702757,0.160289454913572,0.159874429846458,0.159874429846458,0.153023650702757,0.160289454913572,0.164245127592367,0.160892613346076,0.153023650702757,0.153023650702757,0.160289454913572,0.153023650702757,0.15437156480346,0.159874429846458,0.159874429846458,0.160289454913572,0.161686720420821,0.161686720420821,0.153023650702757,0.161686720420821,0.153023650702757,0.15437156480346,0.161686720420821,0.153023650702757,0.153023650702757,0.153023650702757,0.159874429846458,0.159874429846458,0.160289454913572,0.175298560296281,0.160289454913572,0.160289454913572,0.159874429846458,0.159874429846458,0.160892613346076,0.161686720420821,0.160289454913572,0.160289454913572,0.153023650702757,0.15437156480346,0.153023650702757,0.160289454913572,0.160289454913572,0.153023650702757,0.161686720420821,0.164245127592367,0.161686720420821,0.153023650702757,0.153023650702757,0.161686720420821,0.160892613346076,0.160892613346076,0.175298560296281,0.15437156480346,0.160289454913572,0.161686720420821,0.161686720420821,0.153023650702757,0.153023650702757,0.160892613346076,0.160892613346076,0.160289454913572,0.164245127592367,0.164245127592367,0.153023650702757,0.153023650702757,0.153023650702757,0.153023650702757,0.160289454913572,0.15437156480346,0.164245127592367,0.153023650702757,0.153023650702757,0.163371030154886,0.153023650702757,0.160289454913572,0.161686720420821,0.153023650702757,0.153023650702757,0.161686720420821,0.15437156480346,0.15437156480346,0.160289454913572,0.160289454913572,0.153023650702757,0.153023650702757,0.164245127592367,0.164245127592367,0.159874429846458,0.159874429846458,0.160289454913572,0.160892613346076,0.163371030154886,0.163371030154886,0.171380253718071,0.171380253718071,0.153023650702757,0.161686720420821,0.161686720420821,0.160289454913572,0.153023650702757,0.153023650702757,0.153023650702757,0.153023650702757,0.153023650702757,0.164245127592367,0.164245127592367,0.153023650702757,0.153023650702757,0.153023650702757,0.153023650702757,0.160289454913572,0.160289454913572,0.153023650702757,0.153023650702757
