"phy","focal","t281","t215","t284","t268","t225","t298","t184","t137","t243","t140","t15","t175","t27","t255","t172","t163","t263","t193","t257","t34","t86","t275","t219","t20","t62","t66","t102","t95","t176","t297","t24","t51","t158","t63","t141","t11","t4","t231","t8","t138","t144","t186","t59","t252","t94","t90","t105","t239","t125","t226","t242","t136","t83","t244","t48","t238","t114","t126","t118"
1,"t231",0.354057713557832,0.350739268289046,0.350739268289046,0.350739268289046,0.354057713557832,0.401744901209022,0.377623014251623,0.354057713557832,0.377623014251623,0.377623014251623,0.377623014251623,0.354057713557832,0.377623014251623,0.401744901209022,0.354057713557832,0.418884890691945,0.401744901209022,0.350739268289046,0.377623014251623,0.350739268289046,0.354057713557832,0.354057713557832,0.354057713557832,0.350739268289046,0.350739268289046,0.354057713557832,0.377623014251623,0.350739268289046,0.377623014251623,0.400611859831528,0.377623014251623,0.400611859831528,0.354057713557832,0.401744901209022,0.354057713557832,0.401744901209022,0.377623014251623,0.641386439808682,0.578483925207709,0.354057713557832,0.354057713557832,0.350739268289046,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.350739268289046,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832,0.354057713557832
1,"t8",0.354057713557831,0.350739268289046,0.350739268289046,0.350739268289046,0.354057713557831,0.401744901209022,0.377623014251623,0.354057713557831,0.377623014251623,0.377623014251623,0.377623014251623,0.354057713557831,0.377623014251623,0.401744901209022,0.354057713557831,0.418884890691946,0.401744901209022,0.350739268289046,0.377623014251623,0.350739268289046,0.354057713557831,0.354057713557831,0.354057713557831,0.350739268289046,0.350739268289046,0.354057713557831,0.377623014251623,0.350739268289046,0.377623014251623,0.400611859831528,0.377623014251623,0.400611859831528,0.354057713557831,0.401744901209022,0.354057713557831,0.401744901209022,0.377623014251623,0.578483925207711,0.641386439808684,0.354057713557831,0.354057713557831,0.350739268289046,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.350739268289046,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831,0.354057713557831
1,"t59",0.533571318126806,0.0707890098936832,0.0707890098936832,0.0707890098936832,0.44961519300268,0.0797685385829054,0.0797685385829054,0.533571318126806,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.963217777232886,0.0797685385829054,0.0797685385829054,0.931880408933011,0.0797685385829054,0.0797685385829054,0.0707890098936832,0.0797685385829054,0.0707890098936832,0.760268887688941,0.899892021306808,0.899892021306808,0.0707890098936832,0.0707890098936832,0.931456901560483,0.0797685385829054,0.0707890098936832,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.963217777232886,0.0797685385829054,0.533571318126806,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.44961519300268,0.44961519300268,0.0707890098936832,0.999683309594244,0.997819007889772,0.207626676077287,0.963217777232886,0.963217777232886,0.0707890098936832,0.760268887688941,0.760268887688941,0.931456901560483,0.931456901560483,0.120444990777006,0.120444990777006,0.207626676077287,0.931880408933011,0.931880408933011,0.44961519300268,0.120444990777006
1,"t252",0.533571318126806,0.0707890098936832,0.0707890098936832,0.0707890098936832,0.44961519300268,0.0797685385829054,0.0797685385829054,0.533571318126806,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.963217777232886,0.0797685385829054,0.0797685385829054,0.931880408933011,0.0797685385829054,0.0797685385829054,0.0707890098936832,0.0797685385829054,0.0707890098936832,0.760268887688941,0.899892021306808,0.899892021306808,0.0707890098936832,0.0707890098936832,0.931456901560483,0.0797685385829054,0.0707890098936832,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.963217777232886,0.0797685385829054,0.533571318126806,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.0797685385829054,0.44961519300268,0.44961519300268,0.0707890098936832,0.997819007889772,0.999683309594244,0.207626676077287,0.963217777232886,0.963217777232886,0.0707890098936832,0.760268887688941,0.760268887688941,0.931456901560483,0.931456901560483,0.120444990777006,0.120444990777006,0.207626676077287,0.931880408933011,0.931880408933011,0.44961519300268,0.120444990777006
1,"t90",0.53019159761687,0.0712995354343101,0.0712995354343101,0.0712995354343101,0.446913053088616,0.0802632073343179,0.0802632073343179,0.53019159761687,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.9712778938468,0.0802632073343179,0.0802632073343179,0.929749422894364,0.0802632073343179,0.0802632073343179,0.0712995354343101,0.0802632073343179,0.0712995354343101,0.756310934949793,0.897176193096049,0.897176193096049,0.0712995354343101,0.0712995354343101,0.929317109197073,0.0802632073343179,0.0712995354343101,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.993244396103296,0.0802632073343179,0.53019159761687,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.446913053088616,0.446913053088616,0.0712995354343101,0.961840147355074,0.961840147355074,0.207300875284738,0.999658347599241,0.998237320443043,0.0712995354343101,0.756310934949793,0.756310934949793,0.929317109197073,0.929317109197073,0.120776224055576,0.120776224055576,0.207300875284738,0.929749422894364,0.929749422894364,0.446913053088616,0.120776224055576
1,"t105",0.53019159761687,0.0712995354343101,0.0712995354343101,0.0712995354343101,0.446913053088616,0.0802632073343179,0.0802632073343179,0.53019159761687,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.9712778938468,0.0802632073343179,0.0802632073343179,0.929749422894364,0.0802632073343179,0.0802632073343179,0.0712995354343101,0.0802632073343179,0.0712995354343101,0.756310934949793,0.897176193096049,0.897176193096049,0.0712995354343101,0.0712995354343101,0.929317109197073,0.0802632073343179,0.0712995354343101,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.993244396103296,0.0802632073343179,0.53019159761687,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.0802632073343179,0.446913053088616,0.446913053088616,0.0712995354343101,0.961840147355074,0.961840147355074,0.207300875284738,0.998237320443043,0.999658347599241,0.0712995354343101,0.756310934949793,0.756310934949793,0.929317109197073,0.929317109197073,0.120776224055576,0.120776224055576,0.207300875284738,0.929749422894364,0.929749422894364,0.446913053088616,0.120776224055576
1,"t125",0.62582263474913,0.0711305598127191,0.0711305598127191,0.0711305598127191,0.532717377757072,0.0814762842428749,0.0814762842428749,0.62582263474913,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.842244312451039,0.0814762842428749,0.0814762842428749,0.842244312451039,0.0814762842428749,0.0814762842428749,0.0711305598127191,0.0814762842428749,0.0711305598127191,0.994041723725963,0.842244312451039,0.842244312451039,0.0711305598127191,0.0711305598127191,0.842244312451039,0.0814762842428749,0.0711305598127191,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.842244312451039,0.0814762842428749,0.62582263474913,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.532717377757072,0.532717377757072,0.0711305598127191,0.842244312451039,0.842244312451039,0.238074769410343,0.842244312451039,0.842244312451039,0.0711305598127191,0.999927570999541,0.999625671467765,0.842244312451039,0.842244312451039,0.129888808647004,0.129888808647004,0.238074769410343,0.842244312451039,0.842244312451039,0.532717377757072,0.129888808647004
1,"t226",0.62582263474913,0.0711305598127191,0.0711305598127191,0.0711305598127191,0.532717377757072,0.0814762842428749,0.0814762842428749,0.62582263474913,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.842244312451039,0.0814762842428749,0.0814762842428749,0.842244312451039,0.0814762842428749,0.0814762842428749,0.0711305598127191,0.0814762842428749,0.0711305598127191,0.994041723725963,0.842244312451039,0.842244312451039,0.0711305598127191,0.0711305598127191,0.842244312451039,0.0814762842428749,0.0711305598127191,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.842244312451039,0.0814762842428749,0.62582263474913,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.0814762842428749,0.532717377757072,0.532717377757072,0.0711305598127191,0.842244312451039,0.842244312451039,0.238074769410343,0.842244312451039,0.842244312451039,0.0711305598127191,0.999625671467765,0.999927570999541,0.842244312451039,0.842244312451039,0.129888808647004,0.129888808647004,0.238074769410343,0.842244312451039,0.842244312451039,0.532717377757072,0.129888808647004
1,"t242",0.53834381713331,0.0705239924043967,0.0705239924043967,0.0705239924043967,0.453652717954384,0.0795538076779548,0.0795538076779548,0.53834381713331,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.933992072496942,0.0795538076779548,0.0795538076779548,0.933992072496942,0.0795538076779548,0.0795538076779548,0.0705239924043967,0.0795538076779548,0.0705239924043967,0.765322530865229,0.903164267718085,0.903164267718085,0.0705239924043967,0.0705239924043967,0.98821142411965,0.0795538076779548,0.0705239924043967,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.933992072496942,0.0795538076779548,0.53834381713331,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.453652717954384,0.453652717954384,0.0705239924043967,0.933992072496942,0.933992072496942,0.208707099562361,0.933992072496942,0.933992072496942,0.0705239924043967,0.765322530865229,0.765322530865229,0.999709721879241,0.998831302327489,0.120550050981881,0.120550050981881,0.208707099562361,0.933992072496942,0.933992072496942,0.453652717954384,0.120550050981881
1,"t136",0.53834381713331,0.0705239924043967,0.0705239924043967,0.0705239924043967,0.453652717954384,0.0795538076779548,0.0795538076779548,0.53834381713331,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.933992072496942,0.0795538076779548,0.0795538076779548,0.933992072496942,0.0795538076779548,0.0795538076779548,0.0705239924043967,0.0795538076779548,0.0705239924043967,0.765322530865229,0.903164267718085,0.903164267718085,0.0705239924043967,0.0705239924043967,0.98821142411965,0.0795538076779548,0.0705239924043967,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.933992072496942,0.0795538076779548,0.53834381713331,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.0795538076779548,0.453652717954384,0.453652717954384,0.0705239924043967,0.933992072496942,0.933992072496942,0.208707099562361,0.933992072496942,0.933992072496942,0.0705239924043967,0.765322530865229,0.765322530865229,0.998831302327489,0.999709721879241,0.120550050981881,0.120550050981881,0.208707099562361,0.933992072496942,0.933992072496942,0.453652717954384,0.120550050981881
1,"t238",0.539015801795216,0.0704044748157259,0.0704044748157259,0.0704044748157259,0.454183480193707,0.0794360795610738,0.0794360795610738,0.539015801795216,0.0794360795610738,0.0794360795610738,0.0794360795610738,0.934823267183793,0.0794360795610738,0.0794360795610738,0.977404572709039,0.0794360795610738,0.0794360795610738,0.0704044748157259,0.0794360795610738,0.0704044748157259,0.766113424842482,0.903700840938278,0.903700840938278,0.0704044748157259,0.0704044748157259,0.934412591627302,0.0794360795610738,0.0704044748157259,0.0794360795610738,0.0794360795610738,0.0794360795610738,0.0794360795610738,0.934823267183793,0.0794360795610738,0.539015801795216,0.0794360795610738,0.0794360795610738,0.0794360795610738,0.0794360795610738,0.454183480193707,0.454183480193707,0.0704044748157259,0.934823267183793,0.934823267183793,0.20874680414293,0.934823267183793,0.934823267183793,0.0704044748157259,0.766113424842482,0.766113424842482,0.934412591627302,0.934412591627302,0.120460556029463,0.120460556029463,0.20874680414293,0.999714313393672,0.999538809464714,0.454183480193707,0.120460556029463
1,"t114",0.539015801795213,0.0704044748157253,0.0704044748157253,0.0704044748157253,0.454183480193705,0.0794360795610732,0.0794360795610732,0.539015801795213,0.0794360795610732,0.0794360795610732,0.0794360795610732,0.934823267183792,0.0794360795610732,0.0794360795610732,0.977404572709039,0.0794360795610732,0.0794360795610732,0.0704044748157253,0.0794360795610732,0.0704044748157253,0.76611342484248,0.903700840938277,0.903700840938277,0.0704044748157253,0.0704044748157253,0.934412591627301,0.0794360795610732,0.0704044748157253,0.0794360795610732,0.0794360795610732,0.0794360795610732,0.0794360795610732,0.934823267183792,0.0794360795610732,0.539015801795213,0.0794360795610732,0.0794360795610732,0.0794360795610732,0.0794360795610732,0.454183480193705,0.454183480193705,0.0704044748157253,0.934823267183792,0.934823267183792,0.208746804142928,0.934823267183792,0.934823267183792,0.0704044748157253,0.76611342484248,0.76611342484248,0.934412591627301,0.934412591627301,0.120460556029462,0.120460556029462,0.208746804142928,0.999538809464714,0.999714313393672,0.454183480193705,0.120460556029462
