"phy","focal","t281","t215","t284","t268","t225","t298","t184","t137","t243","t140","t15","t175","t27","t255","t172","t163","t263","t193","t257","t34","t86","t275","t219","t20","t62","t66","t102","t95","t176","t297","t24","t51","t158","t63","t141","t11","t4","t231","t8","t138","t144","t186","t59","t252","t94","t90","t105","t239","t125","t226","t242","t136","t83","t244","t48","t238","t114","t126","t118"
1,"t225",0.616312894874429,0.145890088720217,0.145890088720217,0.145890088720217,0.999745612717576,0.161756589287906,0.161756589287906,0.616312894874429,0.161756589287906,0.161756589287906,0.161756589287906,0.616312894874429,0.161756589287906,0.161756589287906,0.616312894874429,0.161756589287906,0.161756589287906,0.145890088720217,0.161756589287906,0.145890088720217,0.616312894874429,0.616312894874429,0.616312894874429,0.145890088720217,0.145890088720217,0.616312894874429,0.161756589287906,0.145890088720217,0.161756589287906,0.161756589287906,0.161756589287906,0.161756589287906,0.616312894874429,0.161756589287906,0.616312894874429,0.161756589287906,0.161756589287906,0.161756589287906,0.161756589287906,0.897831542887215,0.828792866785999,0.145890088720217,0.616312894874429,0.616312894874429,0.354293221707346,0.616312894874429,0.616312894874429,0.145890088720217,0.616312894874429,0.616312894874429,0.616312894874429,0.616312894874429,0.229127366688184,0.229127366688184,0.354293221707346,0.616312894874429,0.616312894874429,0.85737086368101,0.229127366688184
1,"t140",0.364445288743297,0.362489155533643,0.362489155533643,0.362489155533643,0.364445288743297,0.3782352863998,0.388550658590472,0.364445288743297,0.385471181353314,0.532835542388088,0.39799878218407,0.364445288743297,0.388550658590472,0.3782352863998,0.364445288743297,0.3782352863998,0.3782352863998,0.362489155533643,0.385471181353314,0.362489155533643,0.364445288743297,0.364445288743297,0.364445288743297,0.362489155533643,0.362489155533643,0.364445288743297,0.385471181353314,0.362489155533643,0.385471181353314,0.3782352863998,0.388550658590472,0.3782352863998,0.364445288743297,0.3782352863998,0.364445288743297,0.3782352863998,0.385471181353314,0.3782352863998,0.3782352863998,0.364445288743297,0.364445288743297,0.362489155533643,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.362489155533643,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297,0.364445288743297
1,"t175",0.534388156554289,0.070555743910301,0.070555743910301,0.070555743910301,0.450217365169076,0.0795320598579729,0.0795320598579729,0.534388156554289,0.0795320598579729,0.0795320598579729,0.0795320598579729,0.999690591336706,0.0795320598579729,0.0795320598579729,0.932483661737205,0.0795320598579729,0.0795320598579729,0.070555743910301,0.0795320598579729,0.070555743910301,0.76133435528955,0.900653642536029,0.900653642536029,0.070555743910301,0.070555743910301,0.932062568785873,0.0795320598579729,0.070555743910301,0.0795320598579729,0.0795320598579729,0.0795320598579729,0.0795320598579729,0.972705702117785,0.0795320598579729,0.534388156554289,0.0795320598579729,0.0795320598579729,0.0795320598579729,0.0795320598579729,0.450217365169076,0.450217365169076,0.070555743910301,0.963611846031669,0.963611846031669,0.207555065848584,0.972705702117785,0.972705702117785,0.070555743910301,0.76133435528955,0.76133435528955,0.932062568785873,0.932062568785873,0.120225621328257,0.120225621328257,0.207555065848584,0.932483661737205,0.932483661737205,0.450217365169076,0.120225621328257
1,"t27",0.367704872458662,0.366567439349878,0.366567439349878,0.366567439349878,0.367704872458662,0.375692838931861,0.393638028724543,0.367704872458662,0.379865073294185,0.381637156507047,0.381637156507047,0.367704872458662,0.464080178947442,0.375692838931861,0.367704872458662,0.375692838931861,0.375692838931861,0.366567439349878,0.379865073294185,0.366567439349878,0.367704872458662,0.367704872458662,0.367704872458662,0.366567439349878,0.366567439349878,0.367704872458662,0.379865073294185,0.366567439349878,0.379865073294185,0.375692838931861,0.393638028724543,0.375692838931861,0.367704872458662,0.375692838931861,0.367704872458662,0.375692838931861,0.379865073294185,0.375692838931861,0.375692838931861,0.367704872458662,0.367704872458662,0.366567439349878,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.366567439349878,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662,0.367704872458662
1,"t172",0.540992369150483,0.0700060146474689,0.0700060146474689,0.0700060146474689,0.455723263326584,0.0790396243057882,0.0790396243057882,0.540992369150483,0.0790396243057882,0.0790396243057882,0.0790396243057882,0.936081391664425,0.0790396243057882,0.0790396243057882,0.999727992549061,0.0790396243057882,0.0790396243057882,0.0700060146474689,0.0790396243057882,0.0700060146474689,0.76847917798171,0.905312331042694,0.905312331042694,0.0700060146474689,0.0700060146474689,0.935676019900879,0.0790396243057882,0.0700060146474689,0.0790396243057882,0.0790396243057882,0.0790396243057882,0.0790396243057882,0.936081391664425,0.0790396243057882,0.540992369150483,0.0790396243057882,0.0790396243057882,0.0790396243057882,0.0790396243057882,0.455723263326584,0.455723263326584,0.0700060146474689,0.936081391664425,0.936081391664425,0.208797633731586,0.936081391664425,0.936081391664425,0.0700060146474689,0.76847917798171,0.76847917798171,0.935676019900879,0.935676019900879,0.120136672220618,0.120136672220618,0.208797633731586,0.977982660488321,0.977982660488321,0.455723263326584,0.120136672220618
1,"t86",0.626364007102733,0.0709699373427553,0.0709699373427553,0.0709699373427553,0.533146176932717,0.0813112425251391,0.0813112425251391,0.626364007102733,0.0813112425251391,0.0813112425251391,0.0813112425251391,0.842788169965382,0.0813112425251391,0.0813112425251391,0.842788169965382,0.0813112425251391,0.0813112425251391,0.0709699373427553,0.0813112425251391,0.0709699373427553,0.999928734289263,0.842788169965382,0.842788169965382,0.0709699373427553,0.0709699373427553,0.842788169965382,0.0813112425251391,0.0709699373427553,0.0813112425251391,0.0813112425251391,0.0813112425251391,0.0813112425251391,0.842788169965382,0.0813112425251391,0.626364007102733,0.0813112425251391,0.0813112425251391,0.0813112425251391,0.0813112425251391,0.533146176932717,0.533146176932717,0.0709699373427553,0.842788169965382,0.842788169965382,0.238025908981752,0.842788169965382,0.842788169965382,0.0709699373427553,0.994097118779484,0.994097118779484,0.842788169965382,0.842788169965382,0.129729959634233,0.129729959634233,0.238025908981752,0.842788169965382,0.842788169965382,0.533146176932717,0.129729959634233
1,"t275",0.561775950205841,0.0689975778995101,0.0689975778995101,0.0689975778995101,0.473544663849949,0.0782538196793443,0.0782538196793443,0.561775950205841,0.0782538196793443,0.0782538196793443,0.0782538196793443,0.918155360820557,0.0782538196793443,0.0782538196793443,0.918155360820557,0.0782538196793443,0.0782538196793443,0.0689975778995101,0.0782538196793443,0.0689975778995101,0.789393986396951,0.999813110123519,0.989735038742206,0.0689975778995101,0.0689975778995101,0.918155360820557,0.0782538196793443,0.0689975778995101,0.0782538196793443,0.0782538196793443,0.0782538196793443,0.0782538196793443,0.918155360820557,0.0782538196793443,0.561775950205841,0.0782538196793443,0.0782538196793443,0.0782538196793443,0.0782538196793443,0.473544663849949,0.473544663849949,0.0689975778995101,0.918155360820557,0.918155360820557,0.21376943614944,0.918155360820557,0.918155360820557,0.0689975778995101,0.789393986396951,0.789393986396951,0.918155360820557,0.918155360820557,0.120769336752003,0.120769336752003,0.21376943614944,0.918155360820557,0.918155360820557,0.473544663849949,0.120769336752003
1,"t219",0.561775950205843,0.0689975778995104,0.0689975778995104,0.0689975778995104,0.473544663849951,0.0782538196793447,0.0782538196793447,0.561775950205843,0.0782538196793447,0.0782538196793447,0.0782538196793447,0.918155360820558,0.0782538196793447,0.0782538196793447,0.918155360820558,0.0782538196793447,0.0782538196793447,0.0689975778995104,0.0782538196793447,0.0689975778995104,0.789393986396953,0.989735038742206,0.999813110123519,0.0689975778995104,0.0689975778995104,0.918155360820558,0.0782538196793447,0.0689975778995104,0.0782538196793447,0.0782538196793447,0.0782538196793447,0.0782538196793447,0.918155360820558,0.0782538196793447,0.561775950205843,0.0782538196793447,0.0782538196793447,0.0782538196793447,0.0782538196793447,0.473544663849951,0.473544663849951,0.0689975778995104,0.918155360820558,0.918155360820558,0.213769436149441,0.918155360820558,0.918155360820558,0.0689975778995104,0.789393986396953,0.789393986396953,0.918155360820558,0.918155360820558,0.120769336752004,0.120769336752004,0.213769436149441,0.918155360820558,0.918155360820558,0.473544663849951,0.120769336752004
1,"t66",0.539361110253405,0.0702949100330867,0.0702949100330867,0.0702949100330867,0.454433578764332,0.0793243283234443,0.0793243283234443,0.539361110253405,0.0793243283234443,0.0793243283234443,0.0793243283234443,0.934668894878167,0.0793243283234443,0.0793243283234443,0.934668894878167,0.0793243283234443,0.0793243283234443,0.0702949100330867,0.0793243283234443,0.0702949100330867,0.766568853290983,0.904024278292605,0.904024278292605,0.0702949100330867,0.0702949100330867,0.999717255155743,0.0793243283234443,0.0702949100330867,0.0793243283234443,0.0793243283234443,0.0793243283234443,0.0793243283234443,0.934668894878167,0.0793243283234443,0.539361110253405,0.0793243283234443,0.0793243283234443,0.0793243283234443,0.0793243283234443,0.454433578764332,0.454433578764332,0.0702949100330867,0.934668894878167,0.934668894878167,0.208700949558377,0.934668894878167,0.934668894878167,0.0702949100330867,0.766568853290983,0.766568853290983,0.988396088033997,0.988396088033997,0.120353393736834,0.120353393736834,0.208700949558377,0.934668894878167,0.934668894878167,0.454433578764332,0.120353393736834
1,"t158",0.530707085752641,0.0711766838486123,0.0711766838486123,0.0711766838486123,0.44730403292982,0.0801400395760154,0.0801400395760154,0.530707085752641,0.0801400395760154,0.0801400395760154,0.0801400395760154,0.971473542097262,0.0801400395760154,0.0801400395760154,0.930118605760845,0.0801400395760154,0.0801400395760154,0.0711766838486123,0.0801400395760154,0.0711766838486123,0.75696415526883,0.897641815537649,0.897641815537649,0.0711766838486123,0.0711766838486123,0.929687761905076,0.0801400395760154,0.0711766838486123,0.0801400395760154,0.0801400395760154,0.0801400395760154,0.0801400395760154,0.999662945024584,0.0801400395760154,0.530707085752641,0.0801400395760154,0.0801400395760154,0.0801400395760154,0.0801400395760154,0.44730403292982,0.44730403292982,0.0711766838486123,0.962081916370497,0.962081916370497,0.207289968820248,0.993305738122762,0.993305738122762,0.0711766838486123,0.75696415526883,0.75696415526883,0.929687761905076,0.929687761905076,0.120669343697056,0.120669343697056,0.207289968820248,0.930118605760845,0.930118605760845,0.44730403292982,0.120669343697056
