"Xyleborinus saxeseni","Ambrosiodmus obliquus","Xyleborus glabratus","mutillatus","Xyleborus affinis","Ambrosiodmus tachygraphus","Euwallacea validus","Xyleborus ferrugineus","Xyleborus obesus","Ambrosiodmus rubricollis","Xylosandrus compactus","Xylosandrus morigerus","Euwallacea fornicatus","Xylosandrus crassiusculus","Xyleborus germanus","Coptoborus pseudotenuis","Xyleborus xylographus","Xyleborus seriatus","Sampsonius dampfi","Xyleborus posticus"
0.61574540974969,0.328886016287526,0.999162047542378,0.635853573469632,0.658956322134741,0.627025352014626,0.831828951898696,0.682263894667157,0.325978210804351,0.750770750531503,0.609529617607967,0.788189371081522,0.666432131562123,0.774661182747526,0.61970991330313,0.916245211541834,0.953364154519931,0.506054760473496,0.739324085082872,0.360708244049435
0.605010943041872,0.316984376707584,0.999000366444963,0.621157704040163,0.653047848272975,0.606999449011961,0.822507944395237,0.674041453838551,0.312468107190152,0.734897614909503,0.598559291397455,0.780242925949746,0.656220940037713,0.768502769511438,0.610521995873609,0.908249198333011,0.946669904901065,0.492952116882212,0.720336548608973,0.350170964876384
0.594762759148321,0.305942275416182,0.998818847267757,0.60704837925262,0.647415132514741,0.587718352379568,0.813322646197156,0.666163749043831,0.299974920790121,0.719301157308212,0.588090393500964,0.772531186460551,0.64642704252995,0.762570046040713,0.601758026839735,0.900060749543742,0.939511505208998,0.480566685173249,0.701617936155507,0.340336151195842
0.584963266909466,0.295668494325232,0.998616305398677,0.59349531123555,0.642033226786928,0.569173239116948,0.804274083199837,0.658603414138603,0.288390994164789,0.703998962697194,0.57808421490571,0.76504039413264,0.637020462737635,0.756845675740258,0.593382866076892,0.891698346594846,0.931897921584729,0.468838486401955,0.683211836902914,0.331131228139724
0.575579077486373,0.286084404700107,0.998391555033818,0.580469822178019,0.636880497502217,0.551350392440529,0.795362740904374,0.651336341478329,0.277623056055742,0.689004594253509,0.568506346210948,0.75775811438024,0.627974419798542,0.751314387770444,0.585365632336459,0.88317973933895,0.923840301644876,0.457714286680937,0.665153923759194,0.322493673519707
0.566580385653658,0.277121851644417,0.998143409964378,0.567944811131695,0.631938054387931,0.534232424443782,0.786588652838591,0.644341167221014,0.267589936994664,0.674328158434173,0.559326049875617,0.750673054516032,0.619264870929146,0.745962647320653,0.577679026705161,0.87452195210859,0.915351841713298,0.447146644654061,0.647472838468392,0.314369288413858
0.557940463899536,0.268721453980749,0.997870684369252,0.555894703094805,0.62718929853955,0.517799266991906,0.777951473913316,0.637598856856343,0.258220699453224,0.659976797050163,0.550515745945419,0.743774914114188,0.610870136181339,0.74077839088976,0.570298787825338,0.865741289290231,0.906447640940716,0.437093120802316,0.630191016337213,0.306710820217525
0.549635244947416,0.26083122684884,0.997572193616188,0.544295386968352,0.622619560813791,0.502028970976149,0.769450541702817,0.631092368010329,0.249453098937095,0.645955116104899,0.542050586921567,0.737054260769772,0.602770587697289,0.73575081150981,0.563203248773638,0.856853341168685,0.897144543662654,0.427515616469144,0.613325447726075,0.299476855740748
0.541642974366861,0.253405457366605,0.997246755073822,0.533124147044075,0.61821580956747,0.486898347499577,0.761084927944448,0.624806373558737,0.241232310754988,0.632265559606917,0.533908103433363,0.730502426026929,0.594948390204322,0.730870182819168,0.556372973318665,0.847872990542784,0.887460971691555,0.418379817772396,0.596888375381057,0.29263092354136
0.533943919310495,0.246403780450926,0.99689318893638,0.522359591310656,0.613966412258357,0.472383479022614,0.752853482042962,0.618727032330592,0.233509871235126,0.61890873535257,0.526067906716606,0.724111417497486,0.587387282639484,0.726127713698669,0.549790454839647,0.838814420433349,0.877416748500341,0.409654724997029,0.58088792826075,0.286140760048437
0.526520122613505,0.239790414225859,0.996510319062427,0.511981578881688,0.609860939334519,0.458460123813456,0.744754867984979,0.612841797745916,0.226242792966437,0.605883698699925,0.518511437085836,0.717873844104466,0.580072393099958,0.721515427200803,0.543439865203381,0.829691123070998,0.867032917436288,0.401312252158769,0.565328693739949,0.279977705114533
0.51935519386846,0.233533523621044,0.996096973828686,0.501971148141486,0.60589000165504,0.445104033101234,0.736787595781949,0.60713925697169,0.219392821996089,0.593188199554182,0.511221749958778,0.711782852061343,0.572990081029112,0.717026058971569,0.537306843836397,0.820515910252345,0.856331556210289,0.393326884555318,0.550212230979582,0.274116200735571
0.512434130874296,0.227604687658662,0.995651986999633,0.492310446694035,0.602045114741282,0.432291197012362,0.728950048340063,0.6016089948394,0.212925811407291,0.580818897114389,0.504183332776925,0.70583206970548,0.56612780183695,0.712652971449731,0.531378319409478,0.811300925079978,0.845335589942273,0.385675384532295,0.535537528880123,0.268533372668577
0.505743166216321,0.221978451158192,0.995174198613337,0.482982663830992,0.59831858467795,0.419998032590533,0.721240504485411,0.596241478011656,0.206811190772789,0.568771546361275,0.497381947526238,0.700015559689676,0.559473990134646,0.708390080939216,0.52564235818771,0.802057655048115,0.834068605014799,0.378336537567115,0.521301412429646,0.263208679158153
0.499269634777421,0.216631945590798,0.994662455883717,0.473971965967781,0.59470341162005,0.408201524877871,0.713657158739466,0.591027955828432,0.201021514961618,0.557041159776012,0.49080449460885,0.694327777331587,0.553017958517237,0.704231795263374,0.520088034340449,0.792796946397501,0.822554665900451,0.371290932246646,0.507498901461998,0.258123614367927
0.493001858790025,0.211544566903009,0.994115614119252,0.465263435304499,0.591193207721021,0.39687933009875,0.70619813833472,0.585960374985678,0.195532078919617,0.545622147354818,0.484438894630136,0.688763534150287,0.54674980941436,0.700172960177881,0.514705318456698,0.783529019636417,0.81081813699257,0.364520768879486,0.494123525896259,0.253261456695446
0.486929047671807,0.206697700529592,0.993532537657916,0.456843011830571,0.587782126953243,0.386009848378294,0.698861517876413,0.58103130575735,0.190320587537393,0.534508437613619,0.4782739853033,0.683317965798727,0.540660357988072,0.696208813079939,0.509484981247169,0.774263486107107,0.798883511291392,0.358009692412233,0.481167601471693,0.248607054135995
0.481041210388093,0.202074485694793,0.992912100817978,0.448697438694366,0.584464804797412,0.375572272092399,0.691645331988804,0.576233877907296,0.185366871706977,0.523693581952155,0.472299431177775,0.677986503742637,0.534741064419612,0.692334942832168,0.504418509988327,0.765009365466364,0.786775247587855,0.35174264606409,0.4686224698532,0.24414664040262
0.475329078481512,0.197659612582448,0.99225318886413,0.440814210890599,0.581236306169925,0.365546614840705,0.684547586229785,0.571561724779823,0.180652643260572,0.513170844461486,0.466505644299313,0.672764850149194,0.528983974215982,0.688547254739794,0.499498035715314,0.755775103943959,0.77451761755397,0.34570574269576,0.456478706786097,0.239867676715134
0.469784038228012,0.193439147130564,0.991554698988237,0.433181527171613,0.578092080265029,0.355913725120401,0.67756626651303,0.567008934328983,0.176161282766191,0.502933279007579,0.460883714231805,0.667648955539258,0.523381665399086,0.684841939893803,0.494716269528565,0.746568593241733,0.762134563900678,0.33988615141725,0.444726301746135,0.235758715120354
0.464398070635209,0.189400379143855,0.990815541303894,0.425788245057735,0.575027921231202,0.346655288025039,0.670699347240263,0.562570006063158,0.171877655191008,0.492973795202161,0.455425346131076,0.662634998829992,0.51792720162753,0.68121544823139,0.490066446664642,0.737397189938507,0.749649570509632,0.334271997338325,0.433354812276896,0.231809279958742
0.45916369820761,0.185531690170476,0.990034639853799,0.418623838802616,0.57203993379424,0.337753817671562,0.663944798315921,0.558239813055422,0.167787949284551,0.483285214676776,0.450122805772364,0.657719369454066,0.51261409045346,0.677664464776143,0.48554227721143,0.728267735270769,0.737085545192054,0.328852272693137,0.422353495944339,0.228009764693499
0.454073937573447,0.181822438196753,0.989210933628856,0.411678360158671,0.569124503093901,0.329192642547944,0.65730059119135,0.554013568310813,0.163879537219989,0.473860318903726,0.444968870606071,0.652898651290243,0.507436246041437,0.67418588861014,0.481137902533488,0.719186575165568,0.724464715482334,0.32361675784096,0.411711422576417,0.224351341800642
0.449122257207697,0.178262856706537,0.988343377597787,0.404942401782997,0.566278268125298,0.320955885554163,0.650764704064634,0.549886794896052,0.160140851593665,0.464691889655751,0.439956786058515,0.648169608180051,0.502387955778812,0.67077681420295,0.476847856624415,0.710159580409874,0.711808537642016,0.318555950869182,0.401417569200846,0.220825883808212
0.444302539601217,0.174843966053561,0.98743094374591,0.398407063123847,0.563498098276955,0.31302844016497,0.644335126344521,0.545855299330828,0.15656127734497,0.455772743062414,0.435080226411813,0.643529170838378,0.497463850291828,0.667434514781994,0.472667031726628,0.70119216684919,0.699137618835836,0.313661004711385,0.391460899850928,0.217425893889121
0.439609047321642,0.171557495424253,0.986472622121646,0.392063918630455,0.560781072539456,0.305395943860791,0.638009862471995,0.54191514781673,0.153131056539945,0.447095758103217,0.430333259694616,0.638974424993265,0.492658876452145,0.664156427477572,0.468590647660557,0.692289315517335,0.686471652248956,0.30892367084944,0.381830432180663,0.214144444670297
0.435036392491522,0.168395813939151,0.985467421889194,0.385904988133852,0.558124461025813,0.298044749742381,0.631786935180448,0.538062644943537,0.149841204277877,0.438653900273612,0.425710316096757,0.634502600613212,0.487968273017313,0.660940140016148,0.464614224389244,0.683455592608574,0.673829364745883,0.304336248799605,0.372515292618,0.210975124132561
0.430579509275898,0.165351869664737,0.984414372385736,0.379922709252543,0.55552570849999,0.290961897056296,0.625664388264668,0.534294314565392,0.146683434242773,0.430440241068626,0.421206159489088,0.63011106209958,0.483387548598089,0.657783378768897,0.46073355741407,0.674695169212555,0.661228476528074,0.299891540693021,0.363504761589781,0.207911987650102
0.426233629027746,0.162419135493064,0.983312524181426,0.374109911684027,0.552982419655712,0.284135081204548,0.619640288919702,0.530606882583516,0.143650092640679,0.422447973848391,0.416815861687185,0.625797299337977,0.478912461687096,0.654683997990392,0.456944695655498,0.666011840741679,0.648685672129359,0.295582810354422,0.354788310173729,0.204949515362826
0.421994257787096,0.159591561001047,0.982160950140327,0.368459793250681,0.550492345925733,0.277552623686676,0.613712729702814,0.526997261409015,0.140734099447279,0.414670426579182,0.412534779146107,0.621558919516313,0.474539002518518,0.651639970105576,0.45324392152146,0.657409045989317,0.636216581995722,0.291403746362097,0.346355629371523,0.202082574194817
0.417857155869818,0.156863529530505,0.98095874648039,0.362965897576319,0.548053373633404,0.271203442320819,0.607879830164991,0.523462535910449,0.137928896044182,0.407101071881387,0.408358531814501,0.617393639628925,0.470263376558404,0.648649376922779,0.449627732907016,0.648889885765778,0.623835773827565,0.287348428639665,0.338196653051668,0.199306383932342
0.413818319316252,0.154229819838386,0.979705033830486,0.35762209327746,0.545663513324964,0.265077022008061,0.602139738192678,0.519999950677093,0.135228398452155,0.399733534761289,0.404282983911411,0.613299279596213,0.466081989450634,0.645710401667038,0.446092826903527,0.640457141066888,0.611556752816881,0.283411298187808,0.330301575480716,0.196616486858636
0.409873962999015,0.151685571757856,0.978398958282419,0.352422554560981,0.543320890143326,0.259163386237743,0.596490631095365,0.516606898451069,0.132626955479148,0.392561598355636,0.400304226419029,0.609273755937812,0.46199143326542,0.642821321741996,0.442636085024928,0.63211329073756,0.599391969886685,0.279587129613539,0.322660864245362,0.194008720513308
0.406020505214327,0.149226255387985,0.977039692435816,0.347361743127127,0.541023735122993,0.253453069477922,0.590930716470305,0.513280909600511,0.130119311193975,0.385579207975916,0.396418561110267,0.605315075944692,0.457988473915882,0.639980502140533,0.439254559783655,0.623860528599668,0.587352837033529,0.275871006156957,0.315265269264758,0.191479193203656
0.402254553602627,0.146847643395071,0.975626436433694,0.342434391283937,0.538770377301742,0.247937090552127,0.585458232871863,0.510019642522064,0.127700571215451,0.378780473702432,0.392622485952096,0.60142133230197,0.454070039624397,0.637186389434452,0.435945462470085,0.615700780019974,0.575449748883392,0.27225829695202,0.308105828501158,0.189024261945588
0.398572892262765,0.144545786064111,0.974158418986479,0.337635486185792,0.536559236558306,0.242606927069331,0.580071450309706,0.506820874874931,0.125366172374145,0.372159671745935,0.38891268174457,0.597590698119726,0.45023321033429,0.634437506282209,0.432706152007586,0.607635717899691,0.563692109594414,0.268744636289426,0.301173870896413,0.186640512554635
0.394972469940058,0.142316988786283,0.972634898382194,0.332960255115125,0.53438881709689,0.237454490946801,0.57476867059715,0.503682495560554,0.123111855361434,0.365711244766276,0.385285999871925,0.593821422333904,0.446475207974528,0.631732446401153,0.429534124770963,0.599666778072628,0.552088364274338,0.265325904677043,0.2944610169909,0.184324741643995
0.391450389182304,0.140157791708684,0.971055163480516,0.328404151732233,0.532257701509298,0.232472105044054,0.569548227568487,0.50060249737232,0.120933640029829,0.359429801312756,0.381739451056372,0.590111825443538,0.442793387495517,0.629069869957152,0.426427005269569,0.591795174103622,0.540646034123765,0.261998211517068,0.287959177619241,0.182073940317712
0.38800389636996,0.138064951307291,0.969418534688334,0.323962843223699,0.530164545353978,0.227652480909421,0.564408487181896,0.497578970248538,0.118827803050878,0.353310114529126,0.378270195017634,0.586460295554219,0.439185228603258,0.626448499330058,0.423382537608031,0.584021911483283,0.529371754566412,0.258757879239755,0.281660551022578,0.179885279373794
0.384630372537102,0.136035423673884,0.96772436491447,0.319632198285073,0.528108072198612,0.222988697627767,0.559347847522627,0.49461009506966,0.116790857673435,0.347347120247232,0.374875530952038,0.58286528470086,0.435648328127043,0.623867115218226,0.420398577647659,0.576347801218868,0.518271315682347,0.255601428751583,0.275557618669529,0.177756095855033
0.381327324909033,0.134066349333324,0.965972040501168,0.315408275878297,0.526087069079268,0.218474181748087,0.554364738719427,0.491694137947368,0.114819535356477,0.341535914576664,0.371552888754475,0.579325305425662,0.432180392962902,0.621324553049539,0.417473085800357,0.568773472824468,0.507349704317941,0.252525566071474,0.269643140036286,0.175683880805065
0.378092379090347,0.132155039429809,0.964160982129972,0.311287314708808,0.524100382334568,0.214102688262344,0.549457622785694,0.488829444959046,0.112910769077939,0.335871751083267,0.368299820914766,0.575838927589614,0.428779233541063,0.618819699669968,0.414604120394552,0.561299386716601,0.496611147305545,0.249527170042501,0.263910146560129,0.173666268104297
0.37492327184437,0.130298963139886,0.962290645699616,0.307265723371394,0.522146913778148,0.209868282601601,0.544624993395526,0.486014437286181,0.11106167814456,0.330350037636683,0.365113995027266,0.572404775398053,0.425442757771152,0.616351490283929,0.41178983155928,0.553925846023858,0.486059155285217,0.246603281018615,0.258351934949093,0.171701024275136
0.371817844411049,0.128495736186686,0.960360523173562,0.303340071117695,0.520225617176793,0.20576532361176,0.539865375603664,0.483247606719759,0.109269554348271,0.32496633299599,0.361993186858935,0.569021524622722,0.422168965423528,0.613918905623432,0.409028455578478,0.546653007821377,0.475696566679205,0.243751090436608,0.252962060003162,0.169786039158799
0.368774036315828,0.126743110344348,0.958370143394827,0.299507079201822,0.518335495005279,0.201788447468788,0.535177325517296,0.480527511499602,0.107531849332472,0.319716343192886,0.358935273926702,0.565687900004483,0.418955942909402,0.611520969325499,0.40631830967259,0.539480893802791,0.465525591426353,0.2409679311929,0.247734327078704,0.167919317377169
0.36578987962689,0.125038963834233,0.956319072865804,0.295763612763774,0.516475595452111,0.197932552491916,0.530559429926787,0.477852772458066,0.105846163047113,0.314595917763358,0.355938229540001,0.562402672822325,0.41580185842608,0.609156745499432,0.403657787169168,0.53240940040377,0.455547854137504,0.238251268753056,0.242662784307301,0.16609897050293
0.362863493622391,0.123381292525551,0.954206916490779,0.292106673213421,0.514645009653125,0.194192784812643,0.526010305901584,0.47522206944153,0.104210233185115,0.30960104587148,0.353000117268685,0.559164658615689,0.41270495743694,0.606825336467439,0.401045353028072,0.525438308392535,0.445764436383744,0.235598692929269,0.237741714662445,0.164323209869721
0.359993079833108,0.121768201862733,0.952033318278936,0.288533391080553,0.512842869132364,0.190564524857451,0.521528600356836,0.472634137985827,0.10262192550456,0.304727852362547,0.350119085800512,0.555972715048308,0.409663558458734,0.60452588066378,0.398479539690405,0.51856729194372,0.436175917876653,0.233007910267538,0.232965627952275,0.162590339961541
0.357176917429276,0.120197899450288,0.949797962005657,0.285041019299098,0.511068343431765,0.187043374602573,0.51711298959563,0.470087766224104,0.10107922495153,0.299972593777166,0.347293364155823,0.552825739902843,0.406676049131362,0.602257550679061,0.395958943223419,0.511795927212696,0.426782416343291,0.230476736992075,0.228329252803381,0.160898752327166
0.354413358923394,0.118668688233406,0.947500571830037,0.281626926895977,0.509320637913135,0.183625145560079,0.512762178831187,0.467581792007747,0.0995802275076908,0.295331654353098,0.344521257230155,0.54972266919655,0.403740882547612,0.600019551437644,0.393482219736368,0.505123700428031,0.417583625938437,0.228003092459573,0.223827528689385,0.159246919971146
0.351700826163447,0.117178960219067,0.945140912866563,0.27828859305723,0.507598991717514,0.180305847455628,0.508474901692844,0.465115100222851,0.0981231326947751,0.290801542037394,0.341801141638271,0.546662475409082,0.400856573822448,0.597811118497279,0.391048082044725,0.498550015520166,0.408578854072495,0.225584993080567,0.219455598048312,0.157633392177988
0.349037806593347,0.115727190688225,0.942718791709026,0.275023601546096,0.505902675868538,0.177081677559617,0.504249919719228,0.462686620286398,0.0967062366752718,0.286378884527729,0.339131461835592,0.543644165814294,0.39802169688326,0.595631516461106,0.388655296562378,0.492074201304562,0.399767056565578,0.223220546669187,0.215208798524464,0.156056789730644
0.346422849759573,0.114311932854748,0.940234056904807,0.271829635449563,0.504230991507736,0.173949010634897,0.500086021841613,0.460295323807783,0.0953279258949304,0.282060425358652,0.336510726495177,0.54066678090863,0.395234881464187,0.593480037493116,0.386302680403305,0.485695518237701,0.391146871066754,0.220907947186245,0.211082655363394,0.154515800488396
0.34385456404486,0.11293181293131,0.937686599377789,0.268704472231622,0.502583268250833,0.17090438946579,0.495982023860086,0.457940222402676,0.0939866712182696,0.277843020045721,0.333937505120405,0.537729392929272,0.392494810289096,0.591355999928959,0.383989098676021,0.479413164764244,0.382716648702342,0.218645469843858,0.207072873982553,0.153009175292716
0.341331613611523,0.111585525566428,0.935076352798254,0.265645979073058,0.500958862655215,0.167944515934773,0.491936767914882,0.455620365647378,0.0926810225132219,0.273723632298107,0.331410424875293,0.534831104455828,0.389800216429177,0.589258746974744,0.381713461955559,0.473226283273554,0.374474483938774,0.216431466542754,0.203175332735029,0.151535724172823
0.338852715538526,0.110271829620426,0.932403293898229,0.262652108479036,0.499357156789593,0.165066242614782,0.487949121954896,0.453334839162895,0.0914096036454401,0.269699330308195,0.328928167615947,0.531971047089826,0.387149880822283,0.587187645487137,0.379474723919216,0.467133965683499,0.366418242664108,0.214264361615973,0.199386075879439,0.150094312825438
0.336416637137815,0.108989544251249,0.929667442730907,0.259720894137121,0.497777556897793,0.16226656484675,0.484017979205204,0.451082762818939,0.0901711078466939,0.26576728312496,0.326489467108118,0.52914838020675,0.384542629942285,0.585142084828638,0.377271879133445,0.461135258669205,0.358545588507937,0.212142647855099,0.195701306765352,0.148683859345672
0.33402219343666,0.107737545283871,0.926868862872839,0.256850447009589,0.496219492149272,0.159542613273572,0.480142257635138,0.448863289048883,0.0889642934252595,0.26192475711633,0.32409310641711,0.526362289775782,0.381977333607672,0.583121475792489,0.375103960980477,0.455229168554025,0.350854007432602,0.210064882797228,0.192117381240538,0.147303331188232
0.331668244813883,0.106514761839577,0.924007661567801,0.254038951645038,0.49468241346969,0.15689164680326,0.476320899428313,0.446675601267508,0.0877879797893073,0.258169112524485,0.321737915457448,0.523611987242782,0.379452902919521,0.581125249592099,0.372970039714183,0.449414665879565,0.34334083063933,0.208029685252804,0.188630801283726,0.145951742340052
0.329353694778889,0.105320173203619,0.92108398981133,0.251284662695374,0.493165792445423,0.154311045975582,0.472552870455783,0.444518912384063,0.0866410437570573,0.254497800116886,0.319422768690797,0.520896708472394,0.376968288319789,0.579152856910349,0.370869220635648,0.443690689671167,0.336003255841603,0.206035732056173,0.185238208864397,0.144628150687255
0.327077487883309,0.104152805911773,0.918098042375089,0.248585901625215,0.491669120296461,0.151798306707917,0.468837159753384,0.442392463403782,0.0855224161299493,0.250908357934897,0.31714658296156,0.51821571274548,0.374522477761589,0.577203767004501,0.368800642379709,0.438056151414738,0.328838366964826,0.204081755022268,0.181936380029347,0.143331655560883
0.324838607755913,0.103011731038122,0.915050057770404,0.245941053601659,0.490191906912609,0.149351034397503,0.465172779004154,0.440295522111595,0.0844310785072878,0.247398408141032,0.314908315460442,0.515568281808374,0.372114494983803,0.575277466862809,0.366763475304457,0.432509938760291,0.321843152336498,0.202166538094226,0.17872221921428,0.142061395447299
0.322636075252224,0.101896061668003,0.91194031815042,0.243348564553219,0.488733679948347,0.146966938358564,0.461558762026598,0.438227381832266,0.0833660603228123,0.243965653965187,0.31270696180709,0.512953718970703,0.369743397882964,0.573373460409237,0.364756919976369,0.427050918967025,0.315014521434748,0.200288914668035,0.175592753777484,0.140816545850385
0.320468946710918,0.100804950541507,0.908769149150541,0.24080693838746,0.487293983972105,0.144643826574108,0.45799416426947,0.436187360261663,0.0823264360854213,0.240607876749624,0.310541554243585,0.510371348248766,0.367408276975928,0.571491267752979,0.362780205744352,0.421677942104224,0.308349320265557,0.198447765081431,0.172545128751688,0.139596317293833
0.318336312309755,0.0997375878542219,0.905536919666943,0.238314734357634,0.485872379666058,0.142379600743405,0.454478062313623,0.434174798364307,0.0813113228078871,0.237322933091993,0.30841115993125,0.507820513551691,0.365108253947312,0.569630424479766,0.360832589396484,0.416389844021685,0.301844345440292,0.196642014255351,0.169576601809397,0.138399953452846
0.316237294514333,0.0986931992031009,0.902244041573148,0.235870564569231,0.484468443072864,0.140172251607287,0.451009553381415,0.432189059332699,0.080319877608836,0.234108752085286,0.30631487934381,0.505300577907774,0.362842480276175,0.567790480982137,0.358913353893805,0.411185449102826,0.29549635702564,0.194870629477149,0.166684538436436,0.137226729405485
0.31417104661349,0.0976710436663675,0.898890969374785,0.233473091618009,0.483081764886081,0.138019854534547,0.447587754854036,0.430229527604316,0.079351295474571,0.23096333265325,0.304251844750489,0.502810922728602,0.360610135936816,0.565971001826115,0.357021807175884,0.406063572813066,0.289302090237687,0.193132618315701,0.16386640730794,0.136075949994747
0.312136751335643,0.0966704120073585,0.895478199802882,0.231121026351599,0.481711949781226,0.135920565353697,0.444211803797115,0.428295607932456,0.078404807168485,0.227884740979559,0.30222121878311,0.500350947108715,0.358410428168947,0.564171565151908,0.355157281033371,0.401023024055502,0.283258266050892,0.191427026659266,0.161119775860718,0.134946948293215
