"Euwallacea validus","Sampsonius dampfi","Xyleborus obesus","Xyleborus seriatus"
0.866088932216087,0.99546911685405,0.265985360551073,0.688166525254961
0.865191186304253,0.995226423419615,0.264456637277272,0.686127429006763
0.86429737343404,0.994973405473244,0.262948680352949,0.684101517140859
0.863407449784657,0.994709739468071,0.261461040907167,0.682088651342228
0.862521372425156,0.994435095713422,0.25999328341265,0.680088695423302
0.861639099287716,0.994149138376272,0.258544985180515,0.678101515277983
0.860760589141971,0.993851525487295,0.257115735878239,0.676126978837025
0.85988580157035,0.993541908951674,0.255705137069618,0.674164956024717
0.859014696944383,0.993219934564869,0.254312801775526,0.672215318716823
0.858147236401901,0.992885242033513,0.252938354054377,0.670277940699726
0.857283381825126,0.99253746500164,0.251581428601243,0.668352697630741
0.856423095819569,0.992176231082424,0.250241670364657,0.666439466999539
0.85556634169373,0.991801161895627,0.248918734180184,0.664538128090646
0.854713083439546,0.991411873110951,0.247612284419895,0.662648561946993
0.853863285713558,0.991007974497487,0.246321994656928,0.660770651334443
0.853016913818758,0.990589069979463,0.245047547344385,0.658904280707306
0.852173933687101,0.990154757698488,0.243788633507829,0.657049336174763
0.851334311862632,0.989704630082493,0.242544952450715,0.655205705468202
0.85049801548522,0.989238273921568,0.241316211472112,0.653373277909404
0.849665012274853,0.988755270450894,0.240102125596109,0.651551944379583
0.84883527051649,0.988255195440971,0.238902417312346,0.649741597289214
0.848008759045427,0.987737619295353,0.237716816327114,0.647942130548654
0.847185447233174,0.987202107156057,0.236545059324546,0.646153439539508
0.8463653049738,0.986648219016883,0.235386889737386,0.644375421086729
0.845548302670745,0.986075509844806,0.234242057526912,0.642607973431419
0.844734411224072,0.985483529709649,0.233110318971564,0.640850996204308
0.843923602018136,0.984871823922218,0.231991436463882,0.639104390399898
0.843115846909665,0.98423993318109,0.230885178315364,0.637368058351244
0.84231111821622,0.983587393728233,0.229791318568894,0.635641903705346
0.841509388705038,0.98291373751362,0.22870963681837,0.633925831399145
0.840710631582224,0.982218492369027,0.227639918035236,0.632219747636095
0.839914820482292,0.981501182191172,0.226581952401582,0.630523559863302
0.839121929458031,0.980761327134337,0.22553553514954,0.628837176749196
0.838331932970697,0.979998443812642,0.224500466406682,0.627160508161739
0.837544805880496,0.979212045512102,0.223476551047166,0.625493465147144
0.836760523437373,0.978401642412595,0.222463598548369,0.623835959909081
0.835979061272078,0.977566741819868,0.221461422852782,0.622187905788377
0.835200395387498,0.976706848407694,0.220469842234929,0.62054921724317
0.834424502150259,0.975821464470266,0.2194886791731,0.618919809829527
0.833651358282575,0.974910090184929,0.218517760225694,0.61729960018249
0.832880940854334,0.97397222388532,0.217556915911972,0.615688505997562
0.832113227275428,0.973007362344965,0.216605980597047,0.614086446012596
0.831348195288297,0.972015001071398,0.215664792380912,0.612493339990097
0.830585822960694,0.970994634610804,0.21473319299137,0.610909108699905
0.82982608867866,0.969945756863225,0.213811027680677,0.609333673902264
0.829068971139697,0.968867861408306,0.212898145125758,0.607766958331267
0.828314449346134,0.96776044184156,0.21199439733186,0.606208885678646
0.827562502598684,0.966622992121121,0.211099639539481,0.604659380577925
0.826813110490184,0.965455006924901,0.210213730134463,0.603118368588903
0.826066252899495,0.964255982018084,0.20933653056112,0.601585776182478
0.825321909985589,0.963025414630849,0.208467905238268,0.60006153072578
0.824580062181786,0.96176280384618,0.207607721478059,0.598545560467631
0.823840690190152,0.960467650997634,0.206755849407494,0.597037794524301
0.823103774976048,0.959139460076865,0.205912161892531,0.595538162865559
0.822369297762826,0.957777738150724,0.205076534464663,0.594046596301023
0.821637240026666,0.956381995787696,0.204248845249887,0.592563026466781
0.820907583491554,0.954951747493429,0.203428974899975,0.591087385812294
0.820180310124382,0.953486512155065,0.202616806525947,0.589619607587557
0.819455402130189,0.951985813494076,0.201812225633667,0.588159625830533
0.818732841947515,0.950449180527262,0.201015120061496,0.586707375354827
0.818012612243884,0.948876148035551,0.200225379919902,0.585262791737616
0.817294695911396,0.947266257040205,0.199442897532972,0.583825811307816
0.816579076062438,0.945619055286015,0.198667567381751,0.582396371134488
0.815865736025492,0.943934097731019,0.197899286049336,0.580974409015465
0.815154659341067,0.942210947042287,0.197137952167669,0.579559863466213
0.814445829757714,0.940449174097234,0.196383466365961,0.578152673708901
0.813739231228153,0.938648358489938,0.195635731220693,0.576752779661686
0.813034847905488,0.936808089041882,0.194894651207129,0.575360121928209
0.812332664139521,0.934927964316533,0.194160132652306,0.57397464178729
0.811632664473154,0.933007593137106,0.193432083689416,0.572596281182819
0.810934833638873,0.93104659510688,0.192710414213574,0.571224982713843
0.810239156555325,0.929044601131358,0.191995035838876,0.569860689624841
0.809545618323974,0.927001253941574,0.191285861856747,0.56850334579618
0.808854204225832,0.924916208617781,0.190582807195498,0.567152895734752
0.808164899718276,0.922789133112784,0.189885788381073,0.56580928456479
0.807477690431934,0.920619708774097,0.189194723498936,0.564472458018847
0.806792562167643,0.91840763086412,0.188509532157061,0.563142362428947
0.806109500893484,0.916152609077492,0.187830135449981,0.561818944717902
0.805428492741881,0.913854368054756,0.187156455923881,0.560502152390783
0.804749524006765,0.911512647891463,0.186488417542664,0.559191933526551
0.804072581140807,0.909127204641797,0.185825945654999,0.557888236769837
0.803397650752715,0.906697810815823,0.185168966962286,0.556591011322875
0.802724719604586,0.904224255869407,0.184517409487522,0.555300206937576
0.802053774609321,0.901706346685875,0.183871202545036,0.554015773907751
0.801384802828101,0.899143908048446,0.183230276711067,0.552737663061463
0.800717791467914,0.896536783102479,0.182594563795148,0.551465825753528
0.800052727879137,0.893884833806561,0.181963996812288,0.550200213858136
0.799389599553176,0.891187941371445,0.181338509955902,0.548940779761614
0.798728394120155,0.888446006685889,0.180718038571485,0.547687476355307
0.798069099346648,0.885658950728389,0.180102519131002,0.546440257028588
0.797411703133478,0.882826714963847,0.179491889207959,0.545199075661994
0.796756193513541,0.879949261724214,0.178886087453151,0.54396388662047
0.796102558649694,0.877026574572123,0.178285053571055,0.54273464474674
0.795450786832681,0.874058658646601,0.177688728296846,0.541511305354793
0.794800866479102,0.871045540989902,0.177097053374029,0.540293824223467
0.794152786129428,0.867987270854558,0.176509971532652,0.53908215759016
0.793506534446053,0.864883919989759,0.175927426468092,0.537876262144638
0.792862100211394,0.861735582906186,0.175349362820396,0.536676095022951
0.792219472326024,0.858542377118468,0.174775726154157,0.535481613801448
0.791578639806842,0.855304443364439,0.174206462938907,0.5342927764909
0.790939591785288,0.852021945800422,0.173641520530019,0.533109541530715
0.790302317505591,0.848695072171808,0.173080847150092,0.531931867783251
0.789666806323048,0.845324033958206,0.172524391870815,0.530759714528227
0.789033047702345,0.841909066492533,0.171972104595287,0.529593041457221
0.788401031215908,0.838450429053392,0.171423936040788,0.528431808668265
0.787770746542285,0.834948404930198,0.170879837721976,0.527275976660521
0.787142183464567,0.831403301460521,0.170339761934512,0.526125506329054
0.786515331868831,0.827815450039172,0.169803661739086,0.524980358959682
0.785890181742623,0.824185206098637,0.169271490945841,0.523840496223913
0.785266723173464,0.820512949060485,0.168743204099186,0.522705880173967
0.784644946347385,0.81679908225746,0.168218756462976,0.521576473237868
0.784024841547501,0.813044032826025,0.167698104006055,0.520452238214631
0.783406399152594,0.809248251569176,0.167181203388156,0.519333138269513
0.782789609635743,0.805412212789422,0.166668011946138,0.518219136929342
0.782174463562965,0.801536414091879,0.166158487680558,0.517110198077926
0.781560951591889,0.797621376157493,0.165652589242564,0.516006285951529
0.780949064470455,0.793667642486514,0.165150275921103,0.514907365134425
0.780338793035638,0.789675779112313,0.164651507630431,0.51381340055451
0.779730128212189,0.78564637428583,0.164156244897927,0.512724357478996
0.779123061011411,0.781580038130901,0.163664448852185,0.511640201510168
0.778517582529947,0.777477402270839,0.163176081211391,0.510560898581201
0.7779136839486,0.773339119426693,0.162691104271977,0.509486414952051
0.777311356531165,0.769165862987672,0.162209480897528,0.508416717205402
0.776710591623288,0.764958326554305,0.161731174507959,0.507351772242683
0.776111380651349,0.760717223454951,0.161256149068937,0.50629154728014
0.775513715121358,0.756443286236349,0.160784369081543,0.505236009844969
0.774917586617874,0.752137266128955,0.160315799572178,0.504185127771512
0.774322986802947,0.747799932487894,0.159850406082698,0.503138869197507
0.773729907415071,0.743432072210356,0.159388154660767,0.502097202560395
0.773138340268165,0.739034489130406,0.158929011850443,0.501060096593688
0.772548277250566,0.734608003392164,0.158472944682959,0.500027520323382
0.77195971032404,0.73015345080236,0.158019920667724,0.498999443064436
0.771372631522815,0.725671682163393,0.15756990778352,0.49797583441729
0.770787032952623,0.721163562587967,0.157122874469899,0.496956664264449
0.770202906789767,0.716629970796496,0.156678789618767,0.495941902767107
0.769620245280201,0.712071798398453,0.156237622566156,0.494931520361826
0.769039040738623,0.707489949158942,0.155799343084179,0.493925487757266
0.768459285547588,0.702885338251699,0.155363921373159,0.492923775930954
0.767880972156634,0.698258891499875,0.154931328053931,0.491926356126114
0.767304093081424,0.693611544605879,0.154501534160314,0.490933199848531
0.766728640902899,0.688944242371636,0.154074511131742,0.489944278863469
0.766154608266452,0.68425793791062,0.153650230806059,0.488959565192629
0.765581987881112,0.679553591852999,0.153228665412462,0.487979031111155
0.765010772518738,0.674832171545297,0.152809787564608,0.487002649144681
0.764440955013233,0.67009465024593,0.152393570253852,0.486030392066417
0.76387252825977,0.665342006318003,0.151979986842643,0.485062232894287
0.763305485214027,0.66057522242073,0.151569011058054,0.484098144888097
0.762739818891437,0.655795284700851,0.151160616985446,0.483138101546751
0.76217552236645,0.651003181985392,0.15075477906227,0.482182076605501
0.761612588771808,0.646199904977109,0.150351472071998,0.481230044033244
0.761051011297834,0.641386445453934,0.149950671138181,0.480281978029845
0.760490783191722,0.636563795473712,0.149552351718625,0.479337853023513
0.759931897756855,0.631732946585503,0.149156489599701,0.478397643668199
0.759374348352119,0.626894889048691,0.148763060890755,0.477461324841043
0.758818128391235,0.622050611061099,0.148372042018648,0.476528871639847
0.758263231342105,0.617201097997282,0.1479834097224,0.475600259380591
0.757709650726158,0.612347331658144,0.147597141047947,0.474675463594977
0.757157380117717,0.607490289532946,0.147213213342999,0.473754460028013
0.756606413143371,0.602630944074795,0.146831604252015,0.472837224635626
0.756056743481356,0.597770261990556,0.14645229171126,0.471923733582309
0.755508364860946,0.592909203546208,0.146075253943983,0.471013963238801
0.754961271061861,0.588048721888513,0.145700469455675,0.470107890179801
0.754415455913667,0.58318976238385,0.145327917029429,0.46920549118171
0.753870913295208,0.578333261975051,0.144957575721396,0.4683067432204
0.753327637134026,0.573480148556944,0.144589424856319,0.467411623469027
0.752785621405803,0.568631340371347,0.144223444023172,0.466520109295858
0.752244860133805,0.563787745422106,0.143859613070869,0.465632178262137
0.751705347388341,0.558950260910796,0.143497912104069,0.464747808119974
0.75116707728622,0.554119772693607,0.143138321479057,0.46386697681027
0.750630043990227,0.549297154759879,0.142780821799704,0.462989662460663
0.750094241708599,0.544483268732698,0.142425393913516,0.462115843383502
0.749559664694515,0.53967896339194,0.142072018907742,0.461245498073854
0.749026307245587,0.534885074220037,0.141720678105576,0.460378605207527
0.748494163703366,0.530102422970739,0.141371353062418,0.459515143639133
0.747963228452849,0.525331817261053,0.141024025562214,0.458655092400163
0.747433495921994,0.520574050186516,0.140678677613861,0.457798430697097
0.74690496058125,0.515829899959871,0.140335291447687,0.456945137909534
0.746377616943083,0.511100129573226,0.139993849511993,0.456095193588348
0.745851459561512,0.506385486483635,0.139654334469658,0.455248577453871
0.74532648303166,0.50168670232209,0.139316729194818,0.454405269394091
0.744802681989301,0.497004492625792,0.138981016769594,0.453565249462886
0.744280051110416,0.492339556593569,0.138647180480891,0.452728497878269
0.74375858511076,0.487692576864245,0.138315203817257,0.451894995020666
0.743238278745431,0.483064219317707,0.137985070465791,0.451064721431205
0.742719126808449,0.478455132898442,0.137656764309119,0.450237657810042
0.742201124132332,0.473865949461198,0.13733026942242,0.449413785014691
0.741684265587691,0.469297283638433,0.137005570070508,0.448593084058389
0.74116854608282,0.464749732729186,0.136682650704971,0.447775536108479
0.740653960563299,0.460223876608954,0.136361495961353,0.446961122484808
0.740140504011596,0.455720277660129,0.136042090656398,0.44614982465815
0.739628171446683,0.451239480722555,0.135724419785338,0.445341624248652
0.739116957923644,0.446782013063679,0.135408468519235,0.444536503024291
0.738606858533308,0.442348384367828,0.135094222202363,0.443734442899359
0.738097868401866,0.437939086744041,0.134781666349643,0.442935425932961
0.737589982690509,0.433554594751933,0.134470786644126,0.442139434327538
0.737083196595065,0.429195365445002,0.134161568934515,0.441346450427403
0.736577505345636,0.42486183843082,0.133853999232737,0.440556456717295
0.736072904206253,0.420554435947494,0.13354806371155,0.439769435820957
0.735569388474522,0.41627356295581,0.133243748702204,0.438985370499727
0.735066953481281,0.41201960724642,0.132941040692134,0.438204243651148
0.734565594590267,0.407792939561506,0.132639926322696,0.437426038307593
0.734065307197772,0.403593913730221,0.132340392386946,0.43665073763491
0.733566086732324,0.399422866817351,0.132042425827451,0.435878324931084
0.733067928654354,0.395280119284517,0.131746013734147,0.435108783624909
0.732570828455879,0.391165975163324,0.131451143342228,0.434342097274689
0.732074781660182,0.387080722239796,0.131157802030074,0.433578249566939
0.731579783821504,0.383024632249506,0.13086597731721,0.432817224315116
0.731085830524734,0.378997961082742,0.130575656862312,0.432059005458358
0.730592917385101,0.375000948999127,0.130286828461231,0.431303577060235
0.730101040047879,0.371033820851068,0.129999480045067,0.430550923307529
0.729610194188089,0.367096786315428,0.129713599678264,0.429801028509012
0.729120375510205,0.363190040132839,0.129429175556741,0.429053877094248
0.728631579747867,0.359313762354072,0.129146196006059,0.42830945361241
0.728143802663595,0.355468118592883,0.128864649479613,0.427567742731111
0.727657040048509,0.35165326028478,0.128584524556858,0.426828729235238
0.727171287722049,0.347869324951165,0.128305809941561,0.42609239802582
0.726686541531704,0.344116436468313,0.12802849446009,0.425358734118892
0.72620279735274,0.340394705340667,0.127752567059723,0.424627722644378
0.725720051087932,0.336704228977932,0.12747801680699,0.423899348844996
0.725238298667302,0.333045091975488,0.127204832886042,0.423173598075158
0.724757536047857,0.329417366397633,0.126933004597045,0.422450455799902
0.724277759213333,0.325821112063205,0.126662521354604,0.421729907593821
0.723798964173941,0.322256376833114,0.126393372686209,0.421011939140017
0.723321146966117,0.318723196899373,0.126125548230711,0.420296536229058
0.72284430365227,0.315221597075199,0.125859037736816,0.419583684757953
0.722368430320546,0.311751591085794,0.125593831061614,0.418873370729136
0.721893523084577,0.308313181859398,0.125329918169122,0.418165580249462
0.721419578083253,0.304906361818293,0.125067289128855,0.417460299529217
0.720946591480474,0.301531113169341,0.124805934114422,0.416757514881137
0.72047455946493,0.298187408193792,0.124545843402139,0.41605721271944
0.720003478249863,0.294875209535976,0.124287007369672,0.415359379558867
0.719533344072843,0.291594470490629,0.124029416494695,0.414664002013736
0.719064153195542,0.288345135288517,0.12377306135357,0.41397106679701
0.718595901903518,0.285127139380134,0.123517932620056,0.413280560719365
0.718128586505987,0.281940409717177,0.123264021064029,0.412592470688282
0.717662203335616,0.278784865031571,0.123011317550223,0.411906783707139
0.717196748748306,0.275660416111821,0.122759813037001,0.411223486874323
0.716732219122977,0.272566966076467,0.122509498575133,0.410542567382338
0.716268610861368,0.269504410644457,0.122260365306601,0.409864012516942
0.715805920387825,0.26647263840223,0.122012404463418,0.409187809656272
0.715344144149096,0.263471531067364,0.121765607366471,0.408513946270003
0.714883278614138,0.260500963748609,0.121519965424376,0.407842409918494
0.714423320273911,0.257560805202174,0.121275470132356,0.407173188251956
0.713964265641183,0.254650918084119,0.121032113071132,0.40650626900963
0.713506111250338,0.251771159198746,0.120789885905834,0.405841640018969
0.713048853657185,0.248921379742868,0.12054878038493,0.405179289194829
0.712592489438764,0.24610142554586,0.120308788339167,0.404519204538676
0.712137015193165,0.243311137305406,0.120069901680529,0.403861374137791
0.711682427539336,0.240550350818863,0.119832112401221,0.403205786164497
0.711228723116906,0.237818897210168,0.11959541257265,0.402552428875382
0.710775898586001,0.235116603152243,0.119359794344438,0.401901290610536
0.710323950627065,0.232443291084832,0.119125249943443,0.401252359792802
0.709872875940686,0.229798779427748,0.118891771672796,0.400605624927024
0.709422671247419,0.227182882789479,0.118659351910948,0.399961074599311
0.708973333287614,0.224595412171146,0.118427983110741,0.399318697476307
0.708524858821245,0.222036175165781,0.118197657798485,0.398678482304471
0.708077244627742,0.21950497615293,0.117968368573052,0.398040417909359
0.707630487505823,0.217001616488571,0.11774010810498,0.397404493194922
0.70718458427333,0.214525894690349,0.117512869135599,0.396770697142805
0.706739531767067,0.21207760661814,0.117286644476158,0.396139018811656
0.706295326842634,0.209656545649971,0.117061427006975,0.395509447336443
0.705851966374275,0.207262502853295,0.116837209676596,0.39488197192778
0.705409447254714,0.204895267151669,0.116613985500963,0.394256581871253
0.704967766395001,0.202554625486851,0.1163917475626,0.393633266526764
0.704526920724359,0.20024036297637,0.116170489009808,0.393012015327874
0.70408690719003,0.197952263066577,0.11595020305587,0.392392817781156
0.703647722757126,0.195690107681264,0.115730882978274,0.391775663465554
0.703209364408476,0.193453677365856,0.115512522117939,0.391160542031749
0.702771829144485,0.19124275142726,0.115295113878456,0.390547443201533
0.702335113982982,0.189057108069403,0.115078651725346,0.389936356767191
0.701899215959079,0.186896524524525,0.114863129185315,0.389327272590882
0.701464132125025,0.184760777180286,0.114648539845533,0.388720180604036
0.701029859550071,0.182649641702747,0.114434877352917,0.388115070806752
0.700596395320325,0.180562893155287,0.114222135413427,0.387511933267205
0.700163736538613,0.178500306113522,0.114010307791364,0.386910758121055
0.699731880324349,0.176461654776301,0.113799388308693,0.386311535570867
0.699300823813392,0.174446713072829,0.113589370844361,0.385714255885537
0.69887056415792,0.172455254766009,0.113380249333633,0.385118909399718
0.698441098526289,0.170487053552055,0.113172017767436,0.384525486513259
0.69801242410291,0.168541883156469,0.112964670191711,0.383933977690649
0.697584538088116,0.16661951742642,0.11275820070677,0.383344373460459
0.697157437698034,0.164719730419645,0.112552603466675,0.382756664414801
0.696731120164458,0.162842296489904,0.112347872678612,0.382170841208786
0.696305582734725,0.160986990369087,0.112144002602277,0.381586894559986
0.695880822671589,0.159153587246038,0.11194098754928,0.38100481524791
0.695456837253101,0.157341862842173,0.111738821882542,0.380424594113475
0.695033623772483,0.155551593483969,0.111537500015713,0.379846222058488
0.694611179538013,0.15378255617239,0.111337016412592,0.379269690045135
0.694189501872903,0.152034528649336,0.111137365586557,0.378694989095473
0.693768588115181,0.150307289461178,0.110938542100002,0.378122110290922
0.693348435617577,0.148600618019458,0.110740540563779,0.377551044771773
0.692929041747404,0.146914294658819,0.110543355636656,0.376981783736695
0.692510403886448,0.145248100692258,0.110346982024773,0.376414318442243
0.692092519430851,0.143601818463746,0.110151414481111,0.375848640202378
0.691675385791003,0.141975231398301,0.109956647804968,0.37528474038799
0.691259000391428,0.140368124049588,0.109762676841435,0.374722610426424
0.690843360670676,0.138780282145105,0.109569496480893,0.374162241801011
0.690428464081217,0.137211492629029,0.109377101658502,0.373603626050607
0.690014308089328,0.135661543702787,0.109185487353709,0.373046754769132
0.689600890174992,0.134130224863424,0.108994648589752,0.372491619605115
0.689188207831792,0.132617326939823,0.10880458043318,0.371938212261247
0.688776258566804,0.131122642126857,0.108615277993372,0.371386524493934
0.688365039900496,0.129645964017521,0.108426736422069,0.37083654811286
0.687954549366627,0.128187087633115,0.108238950912906,0.370288274980543
0.687544784512144,0.126745809451537,0.108051916700954,0.36974169701191
0.687135742897084,0.125321927433753,0.10786562906227,0.369196806173867
0.686727422094472,0.123915241048484,0.107680083313445,0.368653594484877
0.686319819690227,0.122525551295198,0.107495274811168,0.368112054014536
0.685912933283063,0.121152660725431,0.107311198951787,0.367572176883165
0.685506760484392,0.119796373462515,0.107127851170884,0.367033955261392
0.685101298918228,0.118456495219768,0.106945226942845,0.366497381369751
0.684696546221099,0.117132833317178,0.10676332178045,0.365962447478276
0.684292500041946,0.115825196696657,0.106582131234453,0.365429145906101
0.683889158042035,0.114533395935907,0.106401650893178,0.364897469021068
0.683486517894864,0.113257243260938,0.106221876382116,0.364367409239335
0.683084577286075,0.11199655255731,0.10604280336353,0.363838959024984
0.68268333391336,0.110751139380116,0.105864427536061,0.363312110889646
0.682282785486376,0.109520820962782,0.105686744634342,0.362786857392112
0.681882929726654,0.108305416224708,0.105509750428616,0.362263191137966
0.681483764367518,0.107104745777803,0.10533344072436,0.361741104779202
0.681085287153988,0.105918631931959,0.105157811361913,0.361220591013865
0.680687495842704,0.104746898699497,0.104982858216109,0.360701642585679
0.680290388201841,0.103589371798633,0.104808577195913,0.360184252283689
0.679893962011017,0.102445878656005,0.104634964244065,0.359668412941898
0.679498215061219,0.10131624840829,0.104462015336723,0.359154117438919
0.679103145154717,0.100200311902958,0.104289726483119,0.358641358697617
0.678708750104982,0.0990979016981959,0.104118093725214,0.358130129684763
0.678315027736606,0.0980088520620325,0.103947113137352,0.357620423410691
0.677921975885224,0.0969329989707093,0.10377678082593,0.357112232928953
0.67752959239743,0.0958701801063181,0.103607092929067,0.356605551335986
0.677137875130705,0.0948202348537477,0.103438045616271,0.356100371770771
0.676746821953334,0.0937830042969622,0.103269635088119,0.355596687414502
0.676356430744331,0.0927583312146544,0.103101857575939,0.355094491490263
0.675966699393366,0.0917460600752851,0.102934709341492,0.354593777262695
0.675577625800681,0.090746037031555,0.102768186676662,0.354094538037677
