"Xyleborus affinis","Xyleborus posticus","Xylosandrus crassiusculus","Xyleborus ferrugineus","Coptoborus pseudotenuis","Xyleborus obesus","Xylosandrus compactus","Xyleborus glabratus","Euwallacea validus","Xyleborus germanus","Xyleborus seriatus","Xyleborus xylographus","Ambrosiodmus rubricollis","Sampsonius dampfi","Ambrosiodmus obliquus","Euwallacea fornicatus","Ambrosiodmus tachygraphus","Xylosandrus morigerus","mutillatus","Xyleborinus saxeseni"
0.667020386668154,0.360604162816169,0.777981472717349,0.678328824393354,0.928857640747033,0.325461602068268,0.660783916106581,0.999323977016993,0.819638884577406,0.607053178592236,0.506301193470359,0.954786423801358,0.768501799681284,0.729612011483235,0.32956474648052,0.650168246691966,0.627970525638064,0.794939186459383,0.613958775806641,0.625301639881879
0.661066279209561,0.350086368724813,0.771842127042629,0.67012882698006,0.921738783264357,0.311970585989626,0.649617066056935,0.999190542933435,0.810025412764173,0.59796717000993,0.493183287295567,0.948253101302008,0.753052764597447,0.710389225651919,0.317638443030332,0.640006143799858,0.607960407314315,0.787050713814982,0.599305983266382,0.61448772882906
0.655386838041211,0.340269588218323,0.765925630632168,0.662275760397491,0.914410783618161,0.299495640823177,0.638900838384177,0.999040191078135,0.800575360952629,0.589310059043241,0.48078314547537,0.941259759751355,0.737814940660066,0.691481287498292,0.306572904000506,0.630276536708271,0.588691402275466,0.779387231786414,0.585279783555992,0.604153357491071
0.649957411057711,0.331081380418387,0.760214969157366,0.654741870867618,0.906889462030888,0.287929112755115,0.628604772081777,0.998871845856476,0.791287874833066,0.581045565229851,0.469040796461243,0.933814385898207,0.722810365065331,0.672928626005053,0.296276862378489,0.620947082062839,0.570155062200859,0.771935991491548,0.571843797359374,0.594262287871638
0.644756603151828,0.322459342820933,0.754695148100272,0.64750272821002,0.899190218870294,0.277177747690147,0.618701406519292,0.998684426133179,0.782161693173417,0.573141876394722,0.457903004828967,0.925927134900766,0.708057008239852,0.654763648976655,0.286671634421118,0.611989001567945,0.552338022889769,0.76468544169488,0.558964102718777,0.584782251826739
0.639765717253185,0.314349383438821,0.749352871142597,0.640536698679849,0.891328023184801,0.267160402080623,0.609165884402889,0.998476846026974,0.773195225277461,0.565570930041646,0.447322321341529,0.917610208255847,0.693569283897361,0.637011711068217,0.27768900748281,0.603376558566688,0.535223224682725,0.757625066501221,0.546609077879461,0.575684376175234
0.634968311671574,0.306704345292278,0.74417628185377,0.633824520774209,0.883317401329127,0.257806169725582,0.599975621322532,0.998248015698374,0.764386614535928,0.558307836029699,0.437256294161965,0.908877718420927,0.679358500248898,0.619692003295657,0.269269542107475,0.595086630355312,0.518790902403273,0.750745251675236,0.534749246030533,0.566942711287579
0.630349845639381,0.299482900808463,0.739154754028684,0.627348960373293,0.875172426277907,0.249052840519959,0.591110028365182,0.997996842134975,0.755733790886459,0.551330408017555,0.427666809287888,0.899745541306897,0.665433259473375,0.602818363815108,0.261361196067053,0.587098355416991,0.50301938458449,0.74403717345627,0.523357125149851,0.558533841000767
0.625897392609692,0.292648655316504,0.734278719882751,0.621094527756017,0.866906708050536,0.240845625590582,0.582550277479209,0.997722229937906,0.747234514340443,0.544618779658576,0.418519535506482,0.890231158173009,0.651799811445436,0.586400011501561,0.253918200936364,0.579392839961277,0.487885735273991,0.737492705261549,0.512407084868631,0.550436557166461
0.62159940622074,0.286169414199021,0.729539528040084,0.615047243409648,0.858533385537564,0.233136097385162,0.574279101618151,0.997423082112383,0.738886411251813,0.538155087560858,0.409783454559135,0.88035348873068,0.638462366874367,0.570442205206844,0.246900138467678,0.571952911899786,0.473366266233878,0.731104338768161,0.501875211404144,0.542631586087154
0.61744552763975,0.280016579349348,0.724929325211054,0.609194442708906,0.850065119916893,0.225881304146024,0.566280623430119,0.99709830086483,0.730687004642927,0.531923207372452,0.401430461275194,0.870132717462955,0.625423374345016,0.554946832558779,0.240271176306961,0.564762913125018,0.459436942721305,0.72486511666672,0.491739181029573,0.535101356993185
0.613426425739949,0.274164648685684,0.720440956884552,0.603524611846624,0.841514089768982,0.219043026596868,0.558540207565984,0.996746788408542,0.72263373963088,0.525908532528267,0.393435021542302,0.859590115294698,0.612683765213879,0.539912932821257,0.233999431733513,0.557808522986534,0.446073702129217,0.718768574974689,0.481978142166904,0.527829804869676
0.609533663566833,0.268590798464842,0.716067883415849,0.59802724910603,0.832891987938977,0.212587151192764,0.551044332674316,0.996367447779504,0.714724004789676,0.520097787546525,0.385773878378146,0.848747858809015,0.600243169864884,0.525337158721328,0.22805643897607,0.551076607379663,0.43325270148134,0.712808693244374,0.472572605939941,0.52080220156667
0.605759586031021,0.263274532618332,0.711804108680127,0.592692746844505,0.82421002014615,0.206483139375945,0.543780479916914,0.995959183663664,0.706955150122935,0.514478869524165,0.378425798234861,0.837628849202781,0.588100108446506,0.511214182317347,0.222416700872672,0.544555089016236,0.420950507020118,0.706979851340319,0.46350434486795,0.514005010363242
0.602097224873447,0.258197386717867,0.707644119058331,0.587512290528326,0.815478905304404,0.200703576276914,0.536737035434472,0.99552090323664,0.699324502196175,0.509040712814708,0.371371351132916,0.826256533114313,0.576252158879093,0.497537049980606,0.217057309632607,0.538232835332217,0.40914423682207,0.701276791721809,0.454756299287151,0.507425760108957
0.59854021778693,0.25334267675842,0.703582830977735,0.58247777190008,0.806708877489718,0.195223785453978,0.52990320465977,0.995051517016623,0.691829376878621,0.503773172892778,0.364592719381139,0.814654727346089,0.564696104628354,0.484297491434965,0.211957624538495,0.532099561172875,0.397811665453222,0.695694586368775,0.446312491037181,0.501052935806512
0.595082739218446,0.248695284932922,0.69961554558105,0.577581713933827,0.79790968946953,0.190021498765052,0.523268936746392,0.994549939730994,0.684467090065582,0.498666926197727,0.358073530564183,0.802847449352476,0.553428064480463,0.471486187581093,0.207098996821151,0.526145743932176,0.386931298078316,0.690228607648026,0.438157943928854,0.494875883080125
0.591719440869992,0.244241476113316,0.69573790937137,0.572817205680162,0.789090617693922,0.185076572458678,0.516824857677009,0.994015091196968,0.67723496668923,0.493713383362901,0.351798711220844,0.790858755174904,0.542443606321248,0.459093001554006,0.202464533815172,0.520362549245567,0.376482420110116,0.684874502542071,0.430278610508337,0.488884724433349
0.588445400299702,0.239968739957302,0.691945879894821,0.568177845454563,0.780260468638015,0.1803707421673,0.510562210853532,0.993445897216403,0.670130348274407,0.488904613719409,0.345754358236094,0.778712586293157,0.531737846712641,0.447107177148266,0.198038895981688,0.514741765671051,0.366445127385371,0.679628169762664,0.422661304644434,0.483070285565937
0.585256076325616,0.235865654508656,0.68823569569245,0.563657691100693,0.771427586378351,0.175887410770164,0.504472804164501,0.992841290484733,0.663150599254561,0.484233279344995,0.339927625456686,0.766432626629806,0.521305537871178,0.435517508413013,0.193808121557865,0.509275747062022,0.356800340944468,0.674485739351299,0.41529363948534,0.477424030313008
0.582147270172002,0.231921767911169,0.684603849888019,0.559251216282214,0.762599861282502,0.171611464131314,0.498548962682659,0.992200211513823,0.656293112228769,0.479692577232849,0.334306623438112,0.75404217070334,0.511141143483534,0.424312483882737,0.189759474529202,0.503957361551893,0.34752980974089,0.669443554433662,0.408163970355625,0.471938003007084
0.579115091487048,0.228127495456485,0.681047066886765,0.554953271934967,0.753784739690198,0.16752911056102,0.492783486274963,0.991521609568403,0.649555312312795,0.475276188399403,0.328880330557499,0.741564003681693,0.501238904641113,0.413480408579526,0.185881312372482,0.498779946246064,0.338616103987497,0.664498154847717,0.401261342191169,0.466604777256451
0.57615592851191,0.224474029668004,0.677562281747691,0.550759052155369,0.74498923446534,0.163627740536207,0.487169611514037,0.990804443615581,0.642934660713861,0.470978232947324,0.323638513996732,0.729020293848437,0.491592897037857,0.403009506605477,0.182162970624064,0.493737266860068,0.330042601337001,0.659646262408258,0.394575441137677,0.461417410291182
0.573266421802953,0.22095326151215,0.67414662186296,0.546664063918067,0.736219936300961,0.159895803778193,0.481700977368759,0.990047683286835,0.636428657639481,0.466793230260068,0.318571659323745,0.716432497764645,0.482197080451403,0.392888006844802,0.178594661820566,0.488823481660294,0.321793467675058,0.654884767606255,0.38809654996615,0.456369402157893
0.570443441007726,0.217557711144214,0.670797390636057,0.542664100111609,0.727483025663246,0.156322701248554,0.476371594225559,0.989250309851704,0.63003484463454,0.462716063635271,0.313670907586181,0.703821278195262,0.473045341416176,0.383104214016651,0.175167386760452,0.484033109160673,0.313853633960376,0.650210717570772,0.381815506985798,0.451454659151674
0.567684064275689,0.214280466853812,0.667512052897988,0.538755215459685,0.718784285265692,0.152898690005716,0.47117581585406,0.988411317202339,0.623750806427203,0.458741948771669,0.308927998987395,0.691206434673462,0.46413152989687,0.373646567063299,0.171872856363825,0.479360999109158,0.306208770264271,0.645621305145684,0.375723668160629,0.446667460962803
0.564985559950592,0.211115131086395,0.664288221840161,0.534933704960482,0.710129112970239,0.149614799181005,0.466108313982875,0.987529712847904,0.61757417235281,0.454866405612992,0.304335222345562,0.678606846402802,0.455449490680927,0.364503686624484,0.168703422678325,0.47480230636484,0.29884525793117,0.641113858953951,0.369812872160393,0.442002431090308
0.562345370245711,0.208055772591467,0.661123647275212,0.531196084530778,0.701522535018489,0.146462755595781,0.461164055195539,0.986604518917755,0.611502617415209,0.451085233125835,0.299885369646894,0.666040427046615,0.446993090128193,0.355664413136969,0.165652017802607,0.470352467322649,0.291750160592852,0.636685834339386,0.364075408099264,0.437454510136884
0.559761096648054,0.205096883892303,0.658016205064244,0.527539073586384,0.692969219502714,0.14343491776051,0.456338279894064,0.985634773172176,0.605533863036759,0.44739448664981,0.295571695097198,0.653524090828068,0.43875623884394,0.347117836908028,0.162712099684352,0.466007178589741,0.284911194615142,0.632334805090415,0.358503985736856,0.433018931652238
0.557230486834948,0.202233343391763,0.6549638875717,0.523959579328321,0.684473489993186,0.140524217180194,0.451626483109585,0.984619530019378,0.599665677541226,0.443790457509593,0.291387878155163,0.641073729262537,0.430732910777156,0.338853321341271,0.159877603904267,0.461762377657496,0.278316699430327,0.628058455862663,0.35309170793566,0.428691200236429
0.554751422917609,0.199460381528755,0.651964795028233,0.520454682535839,0.676039339245217,0.137724106044682,0.447024396966874,0.983557861537369,0.5938958764078,0.440269654621566,0.287327990098133,0.628704197765854,0.422917159188605,0.330860520341632,0.157142900686732,0.457614225346768,0.271955608106528,0.623854575227669,0.347832045186957,0.424467071652443
0.5523219108524,0.196773550483651,0.649017127698082,0.517021624694192,0.667670442916146,0.1350285105122,0.44252797463306,0.982448858499194,0.588222322329346,0.436828787864103,0.283386463728716,0.616429311326339,0.415303129882011,0.323129390792057,0.154502756486085,0.453559089832746,0.265817418422546,0.619721049284022,0.34271881203373,0.420342534729453
0.549940070882458,0.194168697001329,0.646119178761148,0.513657796307802,0.65937017322919,0.132431788904169,0.43813337560104,0.981291631399971,0.582642925103585,0.433464753011356,0.279558065879872,0.604261848393639,0.407885072046153,0.315650200875734,0.151952299588828,0.449593532080261,0.259892164649816,0.615655855774903,0.337746145234141,0.416313794865633
0.547604128890951,0.191641937959943,0.643269327831577,0.510360726268784,0.651141612527645,0.129928694222317,0.433836952175624,0.980085311484068,0.577155641382096,0.430174618056523,0.275837872418534,0.592213562121351,0.400657347015117,0.30841353491331,0.14948698924908,0.445714292541375,0.254170390189143,0.611657058662619,0.332908483522904,0.412377258962997
0.545312408562949,0.189189638363781,0.640466035044617,0.507128072167272,0.642987566669123,0.127514340478112,0.429635237045546,0.978829051770675,0.571758474298796,0.4269556107729,0.272221245484298,0.580295198100926,0.393614435217938,0.301410295292868,0.147102587939962,0.441918278985097,0.248643121166623,0.607722803116478,0.328200548840382,0.408529521646979
0.543063324266312,0.1868083914813,0.63770783565197,0.503957611444163,0.634910578215576,0.125184172391854,0.425524931837707,0.977522028075967,0.566449472996668,0.423805107380085,0.268703812731315,0.568516517739246,0.386750941556858,0.29463170199019,0.144795136359064,0.438202555344615,0.243301841058531,0.603851310875251,0.323617328910649,0.404767352640983
0.540855374573398,0.1844950008858,0.634993335073195,0.500847233298984,0.626912939380451,0.122933938076322,0.42150289656143,0.976163440029977,0.561226732069117,0.420720622199079,0.265281448368793,0.556886326459162,0.380061599425009,0.288069290106762,0.142560930873541,0.434564331480896,0.238138466387455,0.600040875949821,0.319154061060165,0.401087685181261
0.538687136355203,0.182246464187303,0.632321204356977,0.497794931276091,0.618996704699711,0.120759664369129,0.417566139860597,0.974752512086244,0.556088390930148,0.417699798194113,0.261950255819292,0.545412505938901,0.373541273549177,0.281714905791874,0.140396503130787,0.431000953773105,0.233145323510248,0.596289860635353,0.31480621717809,0.397487605370628
0.536557259387943,0.180059958270864,0.629690176011524,0.494798796461435,0.611163703398389,0.118657634520289,0.413711810000304,0.973288494522237,0.551032633125763,0.414740398311196,0.258706551834609,0.534102049650611,0.367184961820975,0.275560700862096,0.138298601595373,0.427509896456468,0.228315126501386,0.592596691805596,0.310569489727892,0.393964342380933
0.534464461419337,0.177932825879412,0.627099040168058,0.491857011229946,0.603415551429014,0.116624367977937,0.409937186522373,0.971770664428514,0.546057685597326,0.411840297533913,0.255546851927095,0.522961101008136,0.360987796259971,0.269599126385226,0.136264174802733,0.424088753636994,0.223640956122158,0.588959857464816,0.306439778727674,0.390515259424221
0.532407523648085,0.175862563399015,0.62454664104545,0.488967843490442,0.595753663162487,0.114656602046571,0.4062396725109,0.970198326684525,0.541161817906266,0.408997475586118,0.252467856989982,0.511994993487986,0.354945043234862,0.263822925455917,0.134290356145776,0.42073523192022,0.219116239856092,0.58537790353537,0.302413179623735,0.387137845421203
0.530385286575493,0.17384680972144,0.622031873687615,0.486129641380862,0.588179262715908,0.112751275219425,0.402616787414969,0.968570814918943,0.536343341428257,0.406210010219148,0.249466440994107,0.501208292143394,0.349052103053273,0.258225125355556,0.132374450032805,0.417447143597864,0.214734732983475,0.581849430861178,0.298485971988325,0.383829707303319
0.528396646192859,0.171883336073734,0.619553680948398,0.483340828371819,0.580693394905462,0.110905512010121,0.399066160380983,0.966887492452359,0.531600608523934,0.403476071028097,0.246539639660524,0.490604835988266,0.343304509017129,0.252799029259125,0.130513919274356,0.414222400342226,0.210490500662351,0.578373092409283,0.294654608978404,0.380588562891401
0.526440550472366,0.169970036717303,0.617111050701399,0.480599898741007,0.57329693581568,0.109116609129258,0.395585524051776,0.965147753220172,0.526932011692298,0.40079391374776,0.243684640019174,0.480187780784392,0.337697926028415,0.247538207626047,0.128706373573223,0.411059007363406,0.20637790097951,0.57494759065347,0.290915707497542,0.377412234299861
0.52451599613278,0.168104920430168,0.614703013254576,0.477905413384992,0.565990602979342,0.107382022869408,0.392172708793793,0.963351022673475,0.522335982712116,0.398161874984185,0.240898770773171,0.469959641820531,0.332228148819519,0.242436489389799,0.126949559006485,0.407955057988971,0.2023915689324,0.571571675125417,0.287266039007944,0.374298641820525
0.522622025654405,0.166286102695801,0.612328638951573,0.475255995938374,0.558774965164933,0.105699357577561,0.388825637317394,0.961496758655751,0.517810991775913,0.395578367342421,0.238179493396548,0.459922336325234,0.32689109987289,0.237487953042067,0.125241348400982,0.404908728629832,0.198526401301393,0.568244140120254,0.28370252094399,0.371245798244893
0.520757724520456,0.16451179853045,0.609987035943567,0.472650329173461,0.551650451770847,0.104066355107647,0.385542319658579,0.959584452253161,0.513355546620547,0.393041874915163,0.235524393900664,0.450077225205783,0.321682827086481,0.23268691769084,0.123579732514733,0.401918274099641,0.194777542371094,0.564963822544604,0.280222208682688,0.368251803587666
0.51892221866447,0.162780315888318,0.607677348117069,0.470087151656255,0.544617361827686,0.102480885157665,0.382320848493444,0.957613628616254,0.50896819165777,0.390550949100648,0.23293117521097,0.440425153853105,0.316599501234094,0.228027934157848,0.121962811946488,0.398982023258247,0.191140370459317,0.561729599896287,0.276822288030102,0.365314840178018
0.517114672105439,0.161090049590496,0.60539875316456,0.467565254637009,0.53767587261174,0.100940936406403,0.379159394759257,0.955583847750901,0.504647507107735,0.388104204721318,0.230397650101623,0.430966491796522,0.311637413263302,0.223505776168766,0.120388789704069,0.396098374952583,0.187610485212777,0.558540388365838,0.273500068186143,0.362433168088325
0.515334284754277,0.159439475729322,0.603150460786124,0.465083479155741,0.530826047874394,0.099444608373905,0.376056203558447,0.953494705276325,0.500392108137952,0.38570031641763,0.227921734640532,0.421701171032681,0.306792971467954,0.219115431679411,0.118855964369624,0.393265794230889,0.18418369562931,0.555395141050855,0.270252975153155,0.359605120872942
0.513580290376861,0.157827146504882,0.600931711011392,0.462640713344976,0.524067845693521,0.0979901039379321,0.373009590323913,0.95134583314809,0.496200644009848,0.383338015293923,0.225501442102058,0.412628722889773,0.30206269856726,0.214852094372437,0.117362723806491,0.390482808808428,0.180856008767536,0.552292846274993,0.267078545556485,0.356829101592181
0.51185195470035,0.156251685454865,0.598741772632122,0.460235889913707,0.517401125954125,0.0965757224457939,0.370017937225933,0.94913690034399,0.492071797234742,0.381016085795443,0.223134877308603,0.403748313321276,0.297443228719054,0.210711155351674,0.115907539358126,0.387748005764876,0.177623619106147,0.549232526004107,0.263974420847784,0.354103579098941
0.510148573650808,0.154711783042945,0.596579941736644,0.457867983798048,0.510825657466483,0.0951998533672157,0.367079689802716,0.94686761351079,0.488004282740791,0.378733362797683,0.220820231366031,0.395058776553019,0.292931304490986,0.206688195054997,0.114488960494728,0.385060028455384,0.174482898516403,0.546213234352696,0.260938341864056,0.351427084567498
0.508469471711298,0.153206192574337,0.594445540338203,0.455536009965427,0.504341124730844,0.0938609704394957,0.364193353798147,0.944537717569869,0.483996847052154,0.376488728890918,0.218555776761067,0.386558647033421,0.288523773809997,0.20277897540131,0.113105609867645,0.382417573618894,0.17143038681296,0.543234056174366,0.257968143717624,0.348798208245801
0.506814000390656,0.151733726410344,0.592337915089983,0.453239021360338,0.497947134358434,0.0925576262611373,0.361357492191685,0.942146996279853,0.480048267481477,0.374281111844441,0.216339862791798,0.378246189659624,0.284217586907437,0.198979432182823,0.111756178735736,0.379819388668804,0.168462782849707,0.54029410573055,0.255061750994095,0.346215596414294
0.505181536794064,0.150293252456413,0.590256436080207,0.450976106980785,0.491643221159037,0.0912884472945323,0.358570722406632,0.939695272754397,0.47615735133654,0.372109482236401,0.214170911304983,0.370119428271882,0.28000979327462,0.195285667710041,0.110439422731368,0.377264269152309,0.165576936128867,0.537392525432179,0.252217173237163,0.343677948535732
0.503571482287381,0.148883690900736,0.588200495701331,0.448746390075503,0.485428853905841,0.0900521292421688,0.355831713684132,0.937182409933398,0.472322935141786,0.369972851236441,0.212047412716255,0.362176172425525,0.275897538641274,0.191693943713797,0.109154157936935,0.374751056366015,0.162769838893249,0.534528484649456,0.249432500700734,0.341184014581866
0.501983261247905,0.147504011182603,0.586169507587828,0.44654902645291,0.479303440788551,0.08884743276431,0.353139184611296,0.934608311005948,0.46854388387527,0.36787026852946,0.209967922291407,0.354414042463968,0.271878061987399,0.188200674506076,0.107899257245603,0.372278635116385,0.160038618673053,0.53170117858521,0.24670590035032,0.338732592524003
0.500416319894907,0.146153229171669,0.584162905617592,0.444383202893545,0.473266334565953,0.0876731795091864,0.35049190079277,0.931972919783498,0.464819090221475,0.365800820369859,0.207931056668876,0.346830492928098,0.26794869259725,0.184802420399254,0.106673646982481,0.369845931614631,0.157380531260229,0.528909827207736,0.244035612097008,0.336322525975621
0.498870125193895,0.144830404541078,0.582180142972342,0.442248135658426,0.467316837429258,0.0865282484295088,0.347888672655942,0.929276221021752,0.461147473840284,0.363763627756563,0.205935490605263,0.339422834347045,0.26410684716269,0.181495881381618,0.105476303764716,0.367451911496457,0.154792954084835,0.526153674239259,0.241419945248572,0.333952701976132
0.49734416382905,0.143534638318937,0.580220691252863,0.440143069086438,0.461454205587582,0.0854115723615794,0.345328353380742,0.926518240689972,0.457527980652339,0.361757844719926,0.203979953927252,0.332188253463021,0.260350026941783,0.178277891045643,0.104306251580968,0.365095577957903,0.15227337996932,0.523431986196529,0.238857275163434,0.331622048905853
0.495837941238806,0.142265070604044,0.578284039645221,0.438067274274405,0.455677653586906,0.0843221348454945,0.342809836945681,0.923699046186454,0.45395958214091,0.359782656712408,0.202063228674753,0.32512383194894,0.256675814977381,0.175145410764362,0.10316255907257,0.362775969999204,0.149819411238044,0.520744051480259,0.236346040094218,0.32932953452299
0.494350980709936,0.141020878433064,0.576369694134421,0.436020047834037,0.44998635837376,0.0832589671669138,0.340332056282456,0.920818746499091,0.450441274670329,0.357837279095564,0.200184146421307,0.318226563682001,0.253081873379433,0.172095524110263,0.102044337000274,0.360492160769267,0.14742875416064,0.518089179510396,0.233884738208635,0.327074164114237
0.49288282252594,0.139801273787447,0.574477176762261,0.434000710720412,0.444379463114767,0.0822211456026537,0.337893981532004,0.917877492310039,0.446972078820976,0.355920955716526,0.198341585759,0.311493370639561,0.249565940673889,0.169125431510463,0.100950735881937,0.358243256003931,0.145099213709154,0.515466699904416,0.231471924776299,0.32485497875121
0.491433023165835,0.138605501729451,0.572606024926394,0.432008607127102,0.438856080782997,0.081207788853962,0.335494618395424,0.914875476043673,0.443551038740766,0.354032957567702,0.196534469936137,0.304921117485636,0.246125829220316,0.166232445131377,0.0998809437878247,0.356028392551712,0.142828688610042,0.512875961696049,0.229106209510919,0.322671053645595
0.490001154549822,0.137432838657522,0.570755790717852,0.430043103443398,0.433415297521861,0.0802180556527738,0.333133006573702,0.911812931857125,0.440177221513009,0.352172581523933,0.194761764636909,0.29850662491739,0.242759422699695,0.163413983985735,0.0988341842813613,0.353846736981243,0.140615166673291,0.510316332592011,0.226786254058034,0.320521496596397
0.488586803328533,0.136282590672138,0.568926040294481,0.428103587269497,0.428056175797057,0.0792511425275431,0.330808218290594,0.908690135572876,0.436849716540501,0.350339149151803,0.193022475893122,0.292246681841171,0.239464673673316,0.160667569254522,0.0978097144942476,0.351697484265034,0.138456720381995,0.507787198264514,0.224510769619188,0.318405446523226
0.487189570212891,0.135154092043982,0.567116353287953,0.426189466485798,0.422777757346807,0.0783062817164179,0.328519356893455,0.905507404552996,0.433567634945653,0.34853200558622,0.191315648118889,0.286138056447128,0.236239601213219,0.15799081981627,0.0968068233257972,0.349579856534612,0.136351502726741,0.505287961677451,0.222278514704054,0.316322072079984
