"Pest","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error.1","z value.1","Pr(>|z|).1","2.5 %.1","97.5 %.1"
"Phytoplasma1019",317.923381957383,364525.145881031,0.00087215761532441,0.999304118992367,-714138.234004073,714774.080767988,-150.188218702246,166312.336123267,-0.000903049179652738,0.999279471099841,-326116.377205025,325816.00076762
"Phytoplasma1196",47.6684037725413,3899.04255485268,2.13394700544961,0.102544168618203,-7594.31457792774,7689.65138547282,-21.4203573782838,1699.36890836411,-2.45101065981806,0.0899674514868605,-3352.12221421908,3309.28149946251
"Phytoplasma220",3.46758388048086,4.40061121559525,0.569306726547956,0.487944529927686,-5.15745561204886,12.0926233730106,-1.33766239985058,1.83270476514707,-0.492002003560217,0.502029478987647,-4.92969773383377,2.2543729341326
"Phytoplasma2239",8.87411349457095,5.01517752117687,1.48607113253263,0.273548871990336,-0.955453823010572,18.7036808121525,-4.26285319059743,2.13929057534125,-1.77138182287172,0.162869288573757,-8.45578567073225,-0.0699207104626126
"Phytoplasma2263",2.0302568218137,3.12171614174351,0.628357327147155,0.530583060909512,-4.08819438596091,8.14870802958832,-2.63457427169675,1.48226440966317,-1.85345066262639,0.0745135887546372,-5.53975913020209,0.270610586808589
"Phytoplasma2404",6.91362255633726,3.88369908604325,1.41112584892787,0.296627866037182,-0.698287779098632,14.5255328917731,-3.74949348354705,1.68945218101178,-1.94692964752456,0.127672973201387,-7.06075891193279,-0.438228055161309
"Phytoplasma304",2.07312057899175,3.11754273113693,0.65950570044832,0.50984437931721,-4.03715089430127,8.18339205228478,-2.25443441335202,1.36184122228574,-1.67870654401956,0.0967166868929758,-4.92359416169408,0.414725334990045
"Phytoplasma3142",8.7123109092112,11.3028220727545,0.792037990201162,0.428513270999176,-13.440813277052,30.8654350954744,-5.61719299494417,5.15622181202736,-1.53801056557527,0.189459833547903,-15.7232020428177,4.48881605292932
"Phytoplasma320",3.14332500822678,3.97903732959149,0.777138148825434,0.451153068457351,-4.65544485091297,10.9420948673665,-2.1905450989157,1.72921970660795,-1.38464135424301,0.18027088641138,-5.5797534452242,1.19866324739281
"Phytoplasma370",130.294227058317,43040.200112912,0.0030272681520184,0.997584593169368,-84226.947881646,84487.5363357626,-68.8520522967292,22814.9537782916,-0.00301784754708737,0.997592109690261,-44785.3397666943,44647.6356621009
"Phytoplasma757",3.15472113758743,7.34160754138397,0.51955088794341,0.607599925442085,-11.2345652321528,17.5440075073277,-2.76597702984901,3.19047984784272,-1.41685725009535,0.236642054983925,-9.01920262502156,3.48724856532354
