"Pest","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error.1","z value.1","Pr(>|z|).1","2.5 %.1","97.5 %.1"
"Fungus1123",24.1567684554596,18.3640257831027,1.32862304103954,0.185679757017255,-11.8360606905867,60.1495976015059,-13.0275631604167,8.73860242375405,-1.50893235141622,0.134089103410612,-30.1549091861891,4.09978286535563
"Fungus126",466.557979485775,119378.044159353,0.258913574186536,0.802096662856158,-233510.109117678,234443.22507665,-196.532974194723,49824.577152936,-0.442796392293362,0.687416501097751,-97850.9097388866,97457.8437904971
"Fungus1377",208.895139519465,74818.346441741,0.00279203095837096,0.997772284499368,-146432.369269133,146850.159548172,-109.690466157034,38986.6072103858,-0.00281354223939274,0.997755121047773,-76522.0364779228,76302.6555456088
"Fungus138",593.09388677346,182147.447082549,0.00325617914833802,0.997401949522671,-356409.342270938,357595.530044485,-293.462560647942,89179.0916797083,-0.00329080866925072,0.997374319310861,-175081.270426872,174494.345305576
"Fungus145",100.743366204123,40636.6882378197,0.00247912343679532,0.998021947711659,-79545.7020309049,79747.1887633132,-61.7215880759081,24726.4109846656,-0.00249618062703017,0.998008338085031,-48524.596584956,48401.1534088042
"Fungus1465",6.29878197066108,4.59557201115632,1.30309766429288,0.217826046168115,-2.7083736595656,15.3059376008878,-4.43583026839207,2.02620291127112,-2.16171629754129,0.0327216703126775,-8.40711499985367,-0.464545536930467
"Fungus1507",8.49283499837118,2.59087241687431,2.49889356780998,0.239583472479882,3.41481837275929,13.5708516239831,-4.43339962764016,1.10331506692586,-3.3575095208265,0.209716535517493,-6.59585742241523,-2.27094183286508
"Fungus1508",27.5507682239506,5.06982381337791,4.99269631835971,0.0167981495487996,17.6140961417664,37.4874403061349,-12.7006897974353,2.22546073759759,-5.33657127204388,0.0736089089094684,-17.0625126921345,-8.33886690273603
"Fungus152",100.206413478915,37155.6708997797,0.00269693457424581,0.997848160150266,-72723.5703715121,72923.98319847,-63.2785400743262,23463.1348277664,-0.00269693459713841,0.997848160132001,-46050.1777669038,45923.6206867552
"Fungus1579",13.156338431556,6.4181259465593,2.25603411096352,0.0677777936328652,0.577042728057685,25.7356341350542,-5.59281652849263,2.63191276973559,-2.40344477470417,0.0545681789934024,-10.7512707676254,-0.434362289359806
