"Pest","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error.1","z value.1","Pr(>|z|).1","2.5 %.1","97.5 %.1"
"Bacterium1095",35.7852303059367,8867.25653040438,0.00403565975375078,0.99678001813023,-17343.7182109642,17415.2886715761,-25.8400690173791,6127.35782052089,-0.00421716338008515,0.996635200422178,-12035.2407176282,11983.5605795934
"Bacterium1185",23.1971325555887,7.06370361991231,3.23017687525627,0.00341435025053757,9.35252786309533,37.041737248082,-11.4852907710807,3.20177591037658,-3.56140231579201,0.000587064816215447,-17.7606562419867,-5.20992530017466
"Bacterium1188",549.894747698784,149804.818355184,0.255548175190375,0.813938390784276,-293062.153939027,294161.943434425,-227.565723508156,61554.8530225346,-0.877068550725655,0.667605875325981,-120872.860721333,120417.729274316
"Bacterium1253",457.491244433363,80494.7448939665,2.41082681914427,0.16979702223844,-157309.30969248,158224.292181347,-204.473727623044,35760.1533819973,-2.61236016348559,0.167985007926663,-70293.086437966,69884.1389827199
"Bacterium1824",117.37636076317,22953.051531271,0.00511375843003959,0.995919828884107,-44869.7779758199,45104.5306973463,-62.883489752771,12167.0625545615,-0.00516833783592211,0.995876281394313,-23909.8878943391,23784.1209148336
"Bacterium1829",1.78762471024293,1.97525944437357,0.8099833744946,0.470568608650836,-2.08381266085187,5.65906208133773,-1.89175030416344,0.854045702692306,-2.20242570903871,0.0408865537969711,-3.56564912259156,-0.217851485735321
"Bacterium2196",2.31696283521922,1.94033907103846,1.22787795774359,0.278528546649772,-1.48603186181206,6.11995753225051,-2.38390756757637,0.868264715958608,-2.80146372215387,0.016524245483814,-4.08567513990214,-0.682139995250601
"Bacterium2199",3.37784435886103,7.43419641790423,0.641344796008917,0.558292379729284,-11.1929128742279,17.94860159195,-2.65063314560302,3.038887854953,-1.68844495003507,0.141688323995822,-8.60674389436708,3.30547760316104
"Bacterium2218",1.86604589343573,2.86176347978263,0.5551703522195,0.538213205027094,-3.74290745921025,7.47499924608171,-2.14526760052597,1.2234269841325,-1.78939716542517,0.078017375076968,-4.54314042714013,0.252605226088186
"Bacterium247",117.456332473517,86077.6815503248,0.00136453875566858,0.998911255932102,-168591.699378871,168826.612043818,-70.3232117570775,47486.349960279,-0.00148091423779467,0.998818401825686,-93141.858891169,93001.2124676548
"Bacterium2584",10.2335151080723,3.43359062907997,2.30066608797067,0.263017634993568,3.50380113742137,16.9632290787233,-5.38122804358136,1.46840281434803,-3.14240749752113,0.0942570157804954,-8.25924467450075,-2.50321141266197
"Bacterium2657",97.4835436698758,27111.0616674916,0.00359571103726884,0.997131043860444,-53039.2209072581,53234.1879945978,-57.4486949373437,15798.9555028852,-0.00363623373246748,0.997098711638962,-31022.8324739432,30907.9350840685
"Bacterium27",248.074351998448,114079.992514824,0.00217456493930092,0.9982649495759,-223344.602333656,223840.751037653,-137.970823262283,61765.2648750821,-0.00223379311237998,0.99821769244584,-121195.665474,120919.723827475
"Bacterium528",57.1564702220011,25.5089429708636,2.42024059738083,0.0222978770718184,7.15986071542236,107.15307972858,-27.5070433968283,12.037560253387,-2.48525090595418,0.0203161405881405,-51.1002279551977,-3.91385883845887
"Bacterium530",1.93089335119389,2.08669049139106,0.83568968440414,0.444848970270823,-2.15894485881476,6.02073156120255,-1.13757231475411,0.874860391459298,-1.25700825248704,0.23860630716868,-2.85226717351495,0.577122544006725
"Bacterium531",4.76628611632722,3.43117856091685,1.23303935140567,0.411092822557826,-1.95870028759577,11.4912725202502,-2.62091250259258,1.42688473016465,-1.92635504531583,0.151903946044315,-5.41755518380545,0.175730178620294
"Bacterium601",25.7903496775018,29.103294692671,1.02564482314241,0.317439370119723,-31.2510597515891,82.8317591065926,-13.6270117299183,13.4593886059067,-1.24387349697091,0.245287599531438,-40.0069286514242,12.7529051915876
"Bacterium89",15.3120713277203,5.29919262464524,2.68249112021066,0.0955550611016965,4.92584463627533,25.6982980191652,-8.85177747835942,2.56727459659536,-3.28705260215771,0.0101535334833871,-13.8835432261109,-3.82001173060792
