"Pest","FocalHost","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %"
"Insect2041","acacia",4.91937933979778,3.16749763188495,1.55308066856242,0.120403863820548,-1.28880193981264,11.1275606194082,-3.33968589855858,1.40349937845553,-2.37954212864256,0.0173341614742597,-6.09049413265577,-0.588877664461391
"Insect2041","albizia",4.91937933979781,3.16749763188497,1.55308066856242,0.120403863820548,-1.28880193981265,11.1275606194083,-3.33968589855859,1.40349937845554,-2.37954212864256,0.0173341614742598,-6.09049413265579,-0.588877664461389
"Insect2041","bambusa",0.639800062527477,1.94864588561808,0.328330594721956,0.742661713939595,-3.17947569190612,4.45907581696107,-1.36923782409681,0.807997347350571,-1.69460683081022,0.0901500303964852,-2.95288352450783,0.214407876314205
"Insect2041","cajanus",1.08206995597047,1.46918222665485,0.736511738529684,0.461419326485978,-1.79747429499939,3.96161420694033,-1.68427662411753,0.667613407685559,-2.52283223303809,0.0116413925095609,-2.99277485877728,-0.375778389457778
"Insect2041","erythrina",1.21123669575182,1.51927395633582,0.79724706047952,0.425307559470321,-1.76648554131606,4.1889589328197,-1.74120743964837,0.689775351991033,-2.52431090009578,0.0115925354572423,-3.09314228697423,-0.389272592322502
"Insect2041","ficus",2.29574761796511,2.60677991994279,0.880683329038186,0.378489242424874,-2.81344714074496,7.40494237667518,-2.16385320432166,1.13605822162999,-1.9047027371687,0.05681872300593,-4.39048640305707,0.0627799944137499
"Insect2041","gossypium",1.42425207511035,1.95942704681489,0.726871703350998,0.467304552934376,-2.41615436698051,5.26465851720122,-1.77968061619317,0.854196805608037,-2.08345501236844,0.0372097682960217,-3.45387559089408,-0.105485641492258
"Insect2041","hevea",1.95303065718134,1.84038740823992,1.06120627017827,0.288596170490668,-1.65406238056991,5.5601236949326,-2.03207880418961,0.813368526443965,-2.4983494420098,0.0124773131251416,-3.6262518221782,-0.437905786201028
"Insect2041","lagerstroemia",4.0427772836742,4.11664309680143,0.982056784766059,0.326071873894363,-4.02569492326203,12.1112494906104,-2.88463031094318,1.76498951445684,-1.63436116040095,0.102183038508155,-6.34394619236942,0.574685570483053
"Insect2041","mangifera",1.80716444275409,2.28009219357282,0.792583934916389,0.428020271638803,-2.66173413807957,6.27606302358774,-1.94461361117968,0.991256840739528,-1.96176564060723,0.0497897756731284,-3.88744131845811,-0.00178590390124933
"Insect2041","manihot",1.95303065718136,1.84038740823992,1.06120627017828,0.288596170490664,-1.65406238056989,5.56012369493261,-2.03207880418962,0.813368526443964,-2.49834944200981,0.0124773131251413,-3.6262518221782,-0.437905786201034
"Insect2041","persea",1.95668003051403,2.6030205093626,0.751695971459386,0.452233913612542,-3.14514641885577,7.05850647988383,-1.87476869220921,1.05027261378873,-1.78503054120988,0.0742563631266554,-3.93326518918386,0.183727804765443
"Insect2041","tectona",-0.160865822506515,1.553539182147,-0.103547966060436,0.917528082649106,-3.20574666808644,2.88401502307341,-1.07368948301891,0.669745049512007,-1.60313164509573,0.10890559276782,-2.38636565888643,0.238986692848623
"Insect2041","terminalia",12.9976248155585,9.42614256114462,1.37889117751473,0.167928308740031,-5.47727511742514,31.472524748542,-6.70513930693332,4.05002773806781,-1.65557861342752,0.0978071841628203,-14.6430478099344,1.23276919606781
"Insect2544","areca",310.261897557377,194144.454076954,0.00159809817402457,0.998724902683047,-380205.875891463,380826.399686577,-146.952099756341,88915.5277895281,-0.00165271582376692,0.998681324161142,-174418.184233602,174124.280034089
"Insect2544","cocos",310.100773066851,193546.756357693,0.00160220082683151,0.998721629243905,-379034.571012559,379654.772558693,-146.870344909241,88580.7525614483,-0.00165803902836971,0.998677076864195,-173761.955088802,173468.214398984
"Insect2544","elaeis",310.100772917705,193546.75489907,0.00160220083813555,0.998721629234886,-379034.56815386,379654.769699695,-146.870344843567,88580.7519435069,-0.00165803903919482,0.998677076855558,-173761.953877594,173468.213187906
"Insect2544","phoenix",319.003772071966,200678.891349685,0.00158962295399619,0.998731664921668,-393004.395730737,393642.403274881,-150.786272917818,91575.0034995866,-0.0016465876839251,0.998686213702655,-179634.495016237,179332.922470401
"Insect1801","allium",-0.143145509098964,1.68968651451011,-0.0847171992376744,0.932486222109563,-3.45487022270179,3.16857920450386,-0.651868006655081,0.690903211599897,-0.943501196275491,0.345424603702439,-2.00601341819393,0.702277404883773
"Insect1801","amaranthus",14.0627003273369,6.15660357480743,2.28416531232918,0.0223618173302866,1.99597905362384,26.1294216010501,-6.63250434681965,2.56730531165644,-2.58344978164686,0.00978177063697495,-11.6643302949846,-1.60067839865465
"Insect1801","apium",2.72407982756406,2.36458388263128,1.15203349205473,0.249307310854877,-1.91041942081715,7.35857907594526,-1.88278061004904,0.994034016071619,-1.89408066485462,0.058214303731617,-3.83105148095712,0.0654902608590455
"Insect1801","beta",14.062700327337,6.15660357480749,2.28416531232917,0.0223618173302869,1.99597905362382,26.1294216010503,-6.63250434681969,2.56730531165646,-2.58344978164685,0.00978177063697514,-11.6643302949847,-1.60067839865465
"Insect1801","brassica",2.82454957717446,2.45623098329907,1.14995275134128,0.250163332227961,-1.98957468780312,7.63867384215204,-1.95487630471287,1.04865453628611,-1.86417570045157,0.0622970345957309,-4.01020142805819,0.100448818632449
"Insect1801","capsicum",7.91998116558334,3.07604490022861,2.57472872551202,0.0100318733022434,1.89104394630717,13.9489183848595,-4.10186195872406,1.30617564728415,-3.14036015542993,0.00168740247986464,-6.66191918488429,-1.54180473256382
