"Xyleborus ferrugineus","Xylosandrus compactus","Sampsonius dampfi","Xyleborus xylographus"
0.79022928893113,0.99999999999999,0.0738887707821796,0.0485828885306903
0.7895500813502,0.999999999999988,0.0734079929901904,0.0481577870421175
0.788871263992226,0.999999999999986,0.0729314964697033,0.0477374515143064
0.788192839242496,0.999999999999984,0.0724592338663094,0.0473218179849365
0.787514809464485,0.999999999999981,0.0719911584369085,0.0469108234695542
0.786837177000012,0.999999999999978,0.0715272240409478,0.0465044059452829
0.78615994416939,0.999999999999974,0.071067385131795,0.0461025043348123
0.78548311327158,0.999999999999969,0.0706115967482401,0.0457050584906656
0.784806686584346,0.999999999999964,0.0701598145061255,0.0453120091797371
0.7841306663644,0.999999999999958,0.0697119945901026,0.0449232980680962
0.783455054847555,0.999999999999951,0.0692680937455137,0.0445388677060555
0.782779854248871,0.999999999999942,0.0688280692703953,0.0441586615134974
0.782105066762804,0.999999999999933,0.0683918790076037,0.0437826237654521
0.781430694563346,0.999999999999921,0.0679594813370578,0.0434106995779282
0.78075673980418,0.999999999999908,0.0675308351681013,0.0430428348939887
0.780083204618812,0.999999999999893,0.0671058999319785,0.0426789764700656
0.779410091120722,0.999999999999875,0.0666846355744256,0.0423190718625156
0.778737401403499,0.999999999999854,0.0662670025483732,0.0419630694144075
0.778065137540986,0.99999999999983,0.0658529618067584,0.0416109182425382
0.777393301587417,0.999999999999802,0.0654424747954478,0.0412625682246755
0.776721895577555,0.99999999999977,0.0650355034462657,0.0409179699870226
0.776050921526828,0.999999999999732,0.0646320101701287,0.0405770748918997
0.775380381431467,0.999999999999688,0.0642319578502838,0.0402398350256391
0.774710277268641,0.999999999999638,0.0638353098356484,0.0399062031866934
0.774040610996589,0.999999999999579,0.0634420299342532,0.0395761328739476
0.773371384554754,0.99999999999951,0.0630520824067803,0.0392495782752353
0.772702599863913,0.999999999999431,0.0626654319602033,0.0389264942560558
0.772034258826313,0.99999999999934,0.0622820437415207,0.0386068363484854
0.771366363325794,0.999999999999234,0.0619018833315846,0.0382905607402834
0.770698915227925,0.999999999999111,0.0615249167390238,0.0379776242641858
0.770031916380126,0.99999999999897,0.0611511103942572,0.0376679843873864
0.769365368611797,0.999999999998806,0.0607804311435985,0.0373615992011996
0.768699273734447,0.999999999998617,0.0604128462434493,0.0370584274109048
0.768033633541815,0.999999999998398,0.0600483233545808,0.0367584283257641
0.767368449809996,0.999999999998145,0.0596868305365001,0.0364615618492161
0.766703724297565,0.999999999997854,0.0593283362419038,0.0361677884692395
0.766039458745698,0.999999999997517,0.0589728093112124,0.0358770692488824
0.765375654878293,0.99999999999713,0.0586202189671896,0.0355893658169578
0.764712314402095,0.999999999996682,0.0582705348096406,0.0353046403588989
0.764049439006811,0.999999999996167,0.0579237268101921,0.0350228556077754
0.763387030365227,0.999999999995572,0.0575797653071485,0.0347439748354614
0.762725090133333,0.999999999994888,0.0572386210004279,0.034467961843961
0.762063619950437,0.999999999994101,0.056900264946572,0.0341947809568807
0.761402621439277,0.999999999993194,0.0565646685538329,0.0339243970110506
0.760742096206142,0.999999999992151,0.0562318035773316,0.0336567753482906
0.760082045840986,0.999999999990952,0.0559016421142909,0.0333918818073189
0.759422471917538,0.999999999989573,0.0555741565993386,0.0331296827157996
0.758763375993418,0.999999999987989,0.0552493197998816,0.0328701448825287
0.758104759610249,0.999999999986169,0.0549271048115491,0.032613235589754
0.757446624293768,0.999999999984079,0.0546074850537038,0.0323589225856281
0.756788971553933,0.99999999998168,0.0542904342650203,0.032107174076791
0.756131802885041,0.999999999978927,0.0539759264991296,0.0318579587210804
0.755475119765828,0.999999999975769,0.0536639361203285,0.031611245620368
0.754818923659582,0.999999999972148,0.0533544377993531,0.0313670043135183
0.75416321601425,0.999999999967997,0.0530474065092152,0.0311252047694688
0.753507998262542,0.99999999996324,0.0527428175211003,0.0308858173804289
0.752853271822043,0.999999999957791,0.0524406464003282,0.0306488129551954
0.752199038095308,0.999999999951551,0.0521408690023706,0.0304141627125825
0.751545298469977,0.999999999944408,0.0518434614689314,0.0301818382749647
0.750892054318872,0.999999999936234,0.0515484002240829,0.02995181166193
0.7502393070001,0.999999999926883,0.051255661970459,0.0297240552840412
0.749587057857162,0.999999999916189,0.0509652236855077,0.0294985419367046
0.748935308219044,0.999999999903965,0.0506770626177948,0.0292752447941427
0.748284059400325,0.999999999889995,0.0503911562833658,0.0290541374034697
0.747633312701275,0.999999999874035,0.05010748246216,0.0288351936788683
0.746983069407955,0.999999999855807,0.0498260191944778,0.0286183878958659
0.746333330792314,0.999999999834998,0.0495467447774999,0.0284036946857066
0.745684098112288,0.999999999811248,0.0492696377618579,0.028191089029821
0.745035372611897,0.999999999784151,0.048994676948256,0.0279805462543879
0.744387155521341,0.999999999753245,0.0487218413841408,0.0277720420249894
0.743739448057099,0.999999999718007,0.0484511103604222,0.0275655523413562
0.743092251422019,0.999999999677841,0.0481824634082405,0.0273610535322018
0.742445566805416,0.999999999632074,0.0479158802957817,0.0271585222501437
0.741799395383166,0.99999999957994,0.0476513410251399,0.0269579354667111
0.741153738317797,0.999999999520573,0.0473888258292245,0.0267592704674359
0.740508596758585,0.999999999452991,0.0471283151687138,0.0265625048470274
0.739863971841643,0.99999999937608,0.0468697897290519,0.0263676165046276
0.739219864690011,0.999999999288581,0.0466132304174905,0.0261745836391455
0.738576276413752,0.999999999189067,0.0463586183601732,0.0259833847446722
0.737933208110039,0.999999999075922,0.0461059348992626,0.0257939986059701
0.737290660863242,0.99999999894732,0.0458551615901081,0.0256064042940394
0.736648635745022,0.999999998801192,0.0456062801984565,0.0254205811617587
0.736007133814415,0.999999998635202,0.0453592726977021,0.0252365088395973
0.735366156117921,0.999999998446707,0.0451141212661767,0.025054167231401
0.734725703689592,0.999999998232718,0.0448708082844785,0.0248735365102463
0.734085777551117,0.999999997989863,0.0446293163328412,0.0246945971143652
0.73344637871191,0.999999997714329,0.0443896281885385,0.0245173297431365
0.73280750816919,0.999999997401811,0.0441517268233289,0.0243417153531449
0.732169166908072,0.99999999704745,0.0439155954009347,0.0241677351543051
0.731531355901649,0.999999996645762,0.0436812172745598,0.0239953706060496
0.730894076111075,0.99999999619056,0.0434485759844409,0.0238246034135805
0.730257328485644,0.999999995674863,0.0432176552554351,0.0236554155241829
0.72962111396288,0.999999995090804,0.0429884389946426,0.0234877891235995
0.728985433468614,0.999999994429508,0.0427609112890621,0.023321706632464
0.728350287917067,0.99999999368098,0.0425350564032804,0.0231571507027952
0.727715678210929,0.999999992833954,0.0423108587771955,0.0229941042145467
0.72708160524144,0.999999991875741,0.0420883030237719,0.0228325502722149
0.726448069888472,0.999999990792054,0.041867373926827,0.0226724722015022
0.725815073020604,0.999999989566809,0.0416480564388505,0.022513853546034
0.725182615495202,0.999999988181902,0.0414303356788543,0.0223566780641316
0.724550698158498,0.999999986616967,0.0412141969302522,0.0222009297256351
0.72391932184567,0.999999984849093,0.0409996256387708,0.0220465927087812
0.723288487380912,0.999999982852517,0.0407866074103894,0.0218936513971293
0.722658195577517,0.999999980598274,0.0405751280093093,0.0217420903765395
0.722028447237948,0.99999997805381,0.0403651733559516,0.0215918944321988
0.721399243153919,0.999999975182546,0.0401567295249836,0.0214430485456958
0.720770584106465,0.99999997194339,0.0399497827433723,0.0212955378921436
0.720142470866018,0.999999968290195,0.0397443193884668,0.0211493478373479
0.719514904192484,0.999999964171149,0.0395403259861062,0.0210044639350228
0.718887884835309,0.999999959528093,0.0393377892087547,0.0208608719240497
0.718261413533561,0.999999954295763,0.0391366958736628,0.0207185577257817
0.717635491015997,0.99999994840094,0.0389370329410548,0.0205775074413915
0.717010118001134,0.999999941761502,0.0387387875123406,0.0204377073492608
0.716385295197324,0.999999934285364,0.0385419468283534,0.0202991439024135
0.715761023302825,0.999999925869294,0.0383464982676117,0.0201618037259882
0.715137303005869,0.999999916397598,0.038152429344606,0.0200256736147529
0.714514134984733,0.999999905740641,0.0379597277081081,0.019890740530658
0.71389151990781,0.999999893753211,0.0377683811395056,0.01975699160043
0.713269458433676,0.999999880272682,0.0375783775511581,0.0196244141132022
0.712647951211161,0.999999865116974,0.0373897049847774,0.0194929955181842
0.712026998879415,0.999999848082275,0.037202351609829,0.0193627234223678
0.711406602067977,0.999999828940505,0.0370163057219567,0.0192335855882699
0.710786761396843,0.999999807436486,0.036831555741429,0.0191055699317114
0.710167477476533,0.999999783284794,0.0366480902116054,0.0189786645196299
0.709548750908153,0.999999756166252,0.0364658977974262,0.0188528575679298
0.70893058228347,0.999999725724025,0.0362849672839212,0.0187281374393631
0.708312972184967,0.99999969155927,0.0361052875747396,0.0186044926414461
0.707695921185918,0.999999653226302,0.0359268476907007,0.0184819118244087
0.707079429850444,0.999999610227208,0.0357496367683633,0.0183603837791743
0.706463498733585,0.999999562005862,0.0355736440586153,0.0182398974353736
0.705848128381359,0.999999507941262,0.035398858925283,0.0181204418593879
0.705233319330826,0.99999944734013,0.0352252708437586,0.0180020062524247
0.704619072110152,0.999999379428678,0.0350528693996472,0.0178845799486217
0.704005387238674,0.999999303343461,0.0348816442874312,0.017768152413182
0.703392265226956,0.999999218121216,0.0347115853091541,0.0176527132405374
0.702779706576859,0.999999122687568,0.0345426823731215,0.0175382521525406
0.702167711781593,0.99999901584449,0.0343749254926199,0.0174247589966861
0.701556281325787,0.999998896256384,0.0342083047846522,0.0173122237443579
0.700945415685544,0.999998762434615,0.034042810468692,0.017200636489105
0.700335115328502,0.999998612720363,0.0338784328654528,0.0170899874449434
0.699725380713897,0.999998445265582,0.0337151623956749,0.0169802669446845
0.699116212292618,0.999998258011878,0.033552989578929,0.0168714654382893
0.698507610507269,0.999998048667089,0.0333919050324343,0.0167635734912481
