"Pest","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error.1","z value.1","Pr(>|z|).1","2.5 %.1","97.5 %.1"
"Bacterium1095",126.135682159717,155.112386928548,0.56397180365764,0.584761237049089,-177.879009776279,430.150374095713,-55.6514759858139,65.9169045412523,-1.87748613566264,0.204865306991782,-184.846234859033,73.5432828874052
"Bacterium1185",0.903996577002054,2.27340120521359,0.237368155362889,0.609628046798878,-3.55178790762653,5.35978106163064,-1.76427266112562,0.962460009624531,-1.89779302003009,0.0734369322948802,-3.65065961654978,0.122114294298534
"Bacterium1188",2.76678739503285,4.20734316596315,0.661412132703206,0.508442489133311,-5.47945368085566,11.0130284709214,-3.01884862743981,1.74735916505517,-1.75945257790651,0.0851745589207767,-6.44360965900392,0.405912404124296
"Bacterium1253",5.34933492456894,3.70426862167577,1.45660184108455,0.179934814845042,-1.91089816297738,12.6095680121153,-3.91617159956226,1.64266613513945,-2.63965113066413,0.035318270064723,-7.13573806305919,-0.696605136065339
"Bacterium1824",4.08578317709206,5.21916738699992,0.711062212959571,0.481918763561338,-6.1435969307138,14.3151632848979,-3.70229821497412,2.28559839775457,-1.90353409086973,0.0988039375596034,-8.18198875769553,0.777392327747295
"Bacterium1829",2.63515627090592,3.48295720393773,0.238064027863789,0.581100754504704,-4.19131440850635,9.46162695031819,-2.10622000642671,1.40570249488069,-1.45737864435759,0.151805686498112,-4.86134626937097,0.648906256517542
"Bacterium2196",2.24004205754584,3.36098044307599,0.413240053474697,0.523371334502948,-4.34735856362657,8.82744267871824,-2.17501914178015,1.38224064368351,-1.65813780490565,0.110417192394495,-4.88416102136729,0.534122737806989
"Bacterium2199",2.3674943896727,3.68147084933725,0.47826276997396,0.478686785482964,-4.84805588516239,9.58304466450779,-2.23838200405946,1.55222805005652,-1.63074449695711,0.144878779086502,-5.28069307796307,0.803929069844156
"Bacterium2218",8.52372777465867,8.74168879476209,0.709924883658138,0.488756242067264,-8.60966742713238,25.6571229764497,-4.8846616075441,3.66284488698311,-1.71177008030645,0.117992859918798,-12.0637056669877,2.29438245189949
"Bacterium247",3.53815782558173,5.3601435161801,0.68901180801067,0.492107133833187,-6.96753041809715,14.0438460692606,-3.77772369776094,2.37705409465399,-1.73837444110907,0.111206785441753,-8.43666411258623,0.881216717064351
"Bacterium2584",0.850193160947046,2.09986200903039,0.247169172879248,0.576909681052891,-3.26546074925643,4.96584707115052,-1.4392346863802,0.875242685575154,-1.69912823705514,0.117202992117285,-3.15467882783961,0.276209455079219
"Bacterium2657",1.99392061242027,3.96781375912859,0.369303705199124,0.71830343139305,-5.78285145283424,9.77069267767478,-2.97920951882847,1.70410506719982,-2.11262544389478,0.0841048504395592,-6.31919407641232,0.360775038755384
"Bacterium27",10.7021448920382,17.711494236631,0.59361823000409,0.553871642703917,-24.0117459241473,45.4160357082237,-6.32032331886829,7.32635604410375,-1.4541362861844,0.26760962034307,-20.679717303229,8.03907066549241
"Bacterium528",1.32408087334401,2.19149339979654,0.452052623753765,0.443939491496183,-2.97116726261445,5.61932900930247,-2.06535709266399,0.965350399885666,-2.15468537543761,0.0528513868543489,-3.95740910890124,-0.173305076426748
"Bacterium530",2.62992402414423,2.85493910353938,0.881507976454367,0.29969820040012,-2.96565379684803,8.22550184513648,-1.3931170817229,1.13900051009082,-1.27788239869566,0.188895912818297,-3.62551705987365,0.839282896427845
"Bacterium531",1.07065027392333,1.84375591173216,0.468379531965476,0.496625309808623,-2.54304490935452,4.68434545720118,-1.05378515319069,0.76455352482597,-1.371438188374,0.200576859215489,-2.55228252610274,0.444712219721361
"Bacterium601",8.31057248705554,7.35454015798592,0.997903235877024,0.325989989239265,-6.10406134545037,22.7252063195615,-6.35238100339684,3.86484693558381,-2.14192580472502,0.0772222651080632,-13.9273418029011,1.22257979610743
"Bacterium89",9.75265472549487,15.0535079281912,0.609675066921607,0.545664347485697,-19.7516786547479,39.2569881057377,-5.77718128889878,6.25456754820565,-1.33821676574555,0.27947926899185,-18.0359084222548,6.48154584445729
"Bacterium90",10.7021448920382,17.711494236631,0.59361823000409,0.553871642703917,-24.0117459241473,45.4160357082237,-6.32032331886829,7.32635604410375,-1.4541362861844,0.26760962034307,-20.679717303229,8.03907066549241
