"Pest","intercept","Std. Error","z value","Pr(>|z|)","2.5 %","97.5 %","slope","Std. Error.1","z value.1","Pr(>|z|).1","2.5 %.1","97.5 %.1"
"Bacterium1095",125.117189782929,163.95082471897,0.583250976686296,0.566154217149814,-196.22052190189,446.454901467749,-55.0464955559248,69.6562983526408,-1.77119599386405,0.221198847427339,-191.570331623477,81.4773405116277
"Bacterium1185",0.964419893670839,2.33727064972609,0.260038032962428,0.58981983702849,-3.61654640191483,5.54538618925651,-1.6160477432975,0.988180592574829,-1.68648146901047,0.110131046479428,-3.55284611496561,0.320750628370615
"Bacterium1188",2.80318183778774,4.32999624497751,0.654255420286639,0.513128654248487,-5.68345485556185,11.2898185311373,-2.86357867693172,1.79353875037668,-1.6467260829574,0.110227877876659,-6.37885003254699,0.651692678683557
"Bacterium1253",5.37094512218236,3.92774659355211,1.42409615093877,0.174085353972984,-2.32729674157965,13.0691869859444,-3.74653393774939,1.73258259514919,-2.44084911589195,0.0424658216380885,-7.14233342448275,-0.350734451016029
"Bacterium1824",3.83815646725573,5.00265094893073,0.727859511253566,0.468383163663928,-5.96685921987364,13.6431721543851,-3.43495189883219,2.18992797404162,-1.79850438378713,0.108320402304441,-7.72713185669052,0.857228059026147
"Bacterium1829",2.3667887653217,3.30805569205434,0.280576564267686,0.591470057724395,-4.11688124995753,8.85045878060093,-1.83602187058272,1.33671590559497,-1.29958683477437,0.201256354273391,-4.4559369031107,0.783893161945269
"Bacterium2196",2.57902075891553,3.46549411506965,0.501005921413133,0.534531418918461,-4.21322289525648,9.37126441308755,-2.14300673044676,1.42192495625337,-1.57305749937201,0.122274157408454,-4.92992843342206,0.643914972528547
"Bacterium2199",3.29531762927951,4.54175251403347,0.535985484863749,0.457003764983216,-5.60635372492034,12.1969889834794,-2.45467822512236,1.91099870622401,-1.439122981359,0.187834229655218,-6.20016686382406,1.29081041357933
"Bacterium2218",20.2674286059842,61.1747422026228,0.626676578954376,0.551707585206874,-99.632862874679,140.167720086647,-9.52585997032402,25.1619733271315,-1.44842667312049,0.205588787221555,-58.8424214714593,39.7907015308112
"Bacterium247",3.92288926723358,6.3277153030455,0.666686762268551,0.507290169043675,-8.47920483115855,16.3249833656257,-3.75715289562097,2.77463448903004,-1.55257706826832,0.161668048769377,-9.19533656438255,1.6810307731406
"Bacterium2584",1.16060390497879,2.28696122412165,0.393357574832537,0.571670218527847,-3.32175772833928,5.64296553829686,-1.39441433228262,0.948121276007176,-1.56099829178965,0.138935097813125,-3.25269788623285,0.463869221667601
"Bacterium2657",1.96607512668723,3.96098593181208,0.3541117062903,0.730214189132411,-5.79731464293426,9.72946489630873,-2.79634788373096,1.70092495598975,-1.97263513533115,0.0964643483009629,-6.13009953787624,0.537403770414317
"Bacterium27",9.84850856609562,16.8492364629268,0.576857364785736,0.565193729814782,-23.1753880682399,42.8724052004311,-5.79947569058231,6.97303153967554,-1.36244927215319,0.289852543755445,-19.4663663714082,7.86741499024362
"Bacterium528",1.88164880666195,2.43122452746735,0.627181069131011,0.391423414047825,-2.88346370550447,6.64676131882838,-2.12103663631503,1.06159216001942,-1.98839394246581,0.062598953114559,-4.20171903622317,-0.0403542364068963
"Bacterium530",2.43147156011576,2.94002069845403,0.855716234169314,0.323252195729363,-3.33086312265644,8.19380624288796,-1.15105824794076,1.17457882262002,-1.0319963041945,0.269306133878309,-3.45319043727947,1.15107394139794
"Bacterium531",1.33317189349633,1.9910781127256,0.579799519754084,0.489832964999539,-2.56926949785184,5.23561328484449,-0.993919153833916,0.824138724574876,-1.1929943261991,0.263415178023864,-2.60920137226545,0.621363064597616
"Bacterium601",7.71109409451555,7.13792232894399,0.972011443732286,0.336351805208148,-6.27897659465894,21.70116478369,-5.89512418747192,3.74605298451857,-2.0340082210392,0.0879059141708041,-13.2372531213071,1.44700474636326
"Bacterium89",35.296402343557,229.012726392572,0.452792287722966,0.656046930338073,-413.560293387209,484.153098074323,-16.0776907762893,93.9713317048574,-1.12179702820496,0.396431751823107,-200.258116497077,168.102734944498
"Bacterium90",9.74880653579846,16.8185519454719,0.577943185829915,0.564323224931967,-23.2149495494424,42.7125626210393,-5.7611292522028,6.9597019515535,-1.36920579531671,0.287057918962268,-19.4018944203808,7.87963591597519
"Fungus1123",1.86415189283738,2.51953115985946,0.738463515338575,0.460424012341378,-3.0740384384136,6.80234222408835,-2.929987858915,1.22691132111778,-2.38863101840306,0.016937832864635,-5.3346898605303,-0.525285857299701
"Fungus126",4.19097660380761,9.6688416743244,0.56647798354289,0.578712845590057,-14.7596048500882,23.1415580577034,-3.85524231242363,4.14919062545778,-1.39409775787024,0.269128310004134,-11.9875065033121,4.27702187846483
"Fungus1377",3.81762024013041,6.72636103970005,0.606439231399124,0.546433273325853,-9.36580514469507,17.0010456249559,-3.69302447475477,2.90754572078049,-1.40432536150826,0.190463183617099,-9.39170937088808,2.00566042137853
"Fungus138",4.91463917632731,5.51379415973592,0.869478678325158,0.385968910544731,-5.89219879492238,15.721477147577,-3.92847320126236,2.44364254845681,-1.64631967070466,0.103061574077596,-8.71792458732738,0.860978184802657
"Fungus145",12.4203756579194,30.7432009396177,0.476805701722489,0.634961764295825,-47.8351909532092,72.675942269048,-7.11326892981921,12.6459533971731,-0.880523550013501,0.417236990932595,-31.8988821384505,17.6723442788121
"Fungus1465",2.30502029580055,7.81183132868644,0.394125605380976,0.700154259714131,-13.0058877617265,17.6159283533276,-2.22295098903057,2.86269092459931,-1.55538557120263,0.196087437901525,-7.83372210011489,3.38782012205374
