"Coptoborus pseudotenuis","Euwallacea fornicatus","Ambrosiodmus tachygraphus","Xyleborus affinis"
0.23336908812194,0.477430929666608,0.136726019905407,0.947456321101783
0.231977870491525,0.476355372038714,0.135504020660977,0.947017440452944
0.230598750471309,0.475284932218607,0.134296748485458,0.946577123783245
0.229231597774473,0.47421957252365,0.133103989883981,0.946135376346225
0.227876283657272,0.473159255651025,0.131925534769858,0.945692203397719
0.226532680902239,0.472103944672816,0.130761176411207,0.945247610195782
0.225200663801433,0.471053603031178,0.129610711378152,0.944801602000608
0.223880108139756,0.470008194533581,0.128473939490619,0.94435418407445
0.22257089117834,0.468967683348127,0.127350663766726,0.943905361681546
0.221272891638003,0.467932033998943,0.12624069037179,0.943455140088033
0.219985989682798,0.466901211361649,0.125143828567939,0.943003524561873
0.21871006690363,0.465875180658889,0.124059890664351,0.942550520372768
0.217445006301986,0.464853907455944,0.122988691968121,0.942096132792087
0.216190692273742,0.463837357656401,0.121930050735751,0.941640367092778
0.21494701059308,0.462825497497897,0.120883788125281,0.941183228549296
0.213713848396507,0.461818293547929,0.11984972814905,0.940724722437517
0.212491094166985,0.460815712699724,0.1188276976271,0.940264854034659
0.211278637718164,0.459817722168178,0.117817526141208,0.939803628619203
0.21007637017874,0.458824289485852,0.116819045989569,0.939341051470811
0.208884183976924,0.457835382499034,0.115832092142106,0.938877127870248
0.207701972825032,0.45685096936386,0.114856502196419,0.938411863099295
0.206529631704202,0.455871018542487,0.113892116334375,0.937945262440678
0.20536705684923,0.454895498799341,0.112938777279321,0.937477331177978
0.204214145733538,0.453924379197401,0.111996330253933,0.937008074595555
0.203070797054273,0.452957629094552,0.111064622938692,0.936537497978467
0.201936910717524,0.451995218139994,0.110143505430981,0.936065606612388
0.200812387823693,0.451037116270693,0.109232830204803,0.935592405783526
0.199697130652981,0.4500832937079,0.108332452071115,0.935117900778546
0.198591042651015,0.449133720953707,0.107442228138768,0.934642096884484
0.197494028414617,0.448188368787668,0.106562017776066,0.93416499938867
0.196405993677701,0.447247208263461,0.10569168257291,0.933686613578647
0.195326845297314,0.446310210705599,0.104831086303546,0.933206944742086
0.194256491239814,0.445377347706197,0.103980094889908,0.93272599816671
0.193194840567185,0.444448591121781,0.103138576365535,0.93224377914021
0.192141803423493,0.443523913070138,0.102306400840073,0.931760292950167
0.191097291021485,0.442603285927228,0.101483440464354,0.93127554488397
0.190061215629323,0.441686682324124,0.100669569396026,0.930789540228732
0.189033490557459,0.440774075144006,0.0998646637657616,0.930302284271215
0.188014030145654,0.439865437519198,0.0990686016440091,0.929813782297748
0.187002749750134,0.438960742828241,0.0982812630082924,0.929324039594142
0.185999565730887,0.438059964693019,0.0975025297110533,0.928833061445616
0.185004395439097,0.437163076975914,0.0967322854480258,0.928340853136714
0.184017157204726,0.436270053777014,0.0959704157271392,0.927847419951222
0.183037770324222,0.435380869431349,0.0952168078379382,0.927352767172093
0.182066155048378,0.434495498506176,0.0944713508215203,0.926856900081363
0.181102232570322,0.433613915798294,0.0937339354409758,0.926359823960076
0.180145925013649,0.43273609633141,0.0930044541523297,0.925861544088196
0.179197155420687,0.431862015353522,0.0922828010759754,0.925362065744537
0.178255847740901,0.43099164833436,0.0915688719685924,0.924861394206677
0.177321926819429,0.430124970962849,0.0908625641955451,0.924359534750881
0.176395318385763,0.429261959144611,0.0901637767037525,0.92385649265202
0.175475949042553,0.428402588999506,0.0894724099950212,0.923352273183495
0.174563746254551,0.427546836859199,0.088788366099837,0.922846881617157
0.173658638337682,0.426694679264771,0.0881115485516097,0.922340323223226
0.172760554448257,0.425846092964354,0.0874418623613582,0.921832603270215
0.171869424572306,0.425001054910803,0.0867792139928358,0.921323727024852
0.170985179515045,0.424159542259399,0.0861235113380846,0.920813699751998
0.170107750890472,0.423321532365586,0.0854746636934148,0.920302526714574
0.169237071111092,0.422487002782735,0.0848325817358007,0.919790213173479
0.168373073377767,0.421655931259938,0.0841971774996864,0.919276764387515
0.167515691669693,0.420828295739839,0.0835683643541974,0.918762185613308
