"Xyleborus germanus","Coptoborus pseudotenuis","Euwallacea validus","Xyleborus affinis"
0.980791816454381,0.999961107099517,0.999819914261575,0.999976262834962
0.967928566001703,0.999836481624852,0.999459028043729,0.999928098216871
0.956876283768859,0.999621257852198,0.998970827456769,0.999862509660105
0.946917331692082,0.9993127901273,0.998376111686748,0.999782224996289
0.93773579073292,0.998909271268427,0.997687453148295,0.999688884471214
0.929154248108903,0.998409377336504,0.996913650199261,0.999583626803212
0.921059401048456,0.997812114248619,0.9960613769678,0.999467307290644
0.913372784504165,0.997116736657965,0.995135965838873,0.999340601611912
0.906036926803721,0.996322699588282,0.994141835229612,0.999204062741554
0.899007963066936,0.995429627139845,0.993082746610548,0.999058155242251
0.892251340006265,0.994437290969624,0.991961969785929,0.99890327737573
0.885739150991781,0.99334559475896,0.990782394787039,0.998739776111338
0.879448396479085,0.992154562539749,0.989546610743398,0.998567957733523
0.873359801061116,0.990864329605878,0.98825696331809,0.99838809558746
0.867456981462737,0.989475135210215,0.986915597671594,0.998200435889347
0.861725844587649,0.987987316524513,0.985524491332704,0.998005202184692
0.856154141402445,0.986401303509327,0.984085479834444,0.99780259883581
0.850731129387649,0.984717614449055,0.982600277040498,0.997592813795701
0.84544731248167,0.982936851978352,0.981070491495294,0.997376020846565
0.840294237522855,0.981059699474231,0.979497639742858,0.997152381429483
0.835264332659941,0.979086917721605,0.97788315729852,0.996922046156955
0.830350777459703,0.977019341783699,0.976228407777781,0.996685156075948
0.825547397312477,0.974857878025874,0.974534690560271,0.996441843732237
0.820848576713995,0.972603501254059,0.97280324727615,0.996192234074661
0.816249187389992,0.970257251938381,0.971035267336414,0.99593644522913
0.811744528220841,0.967820233499762,0.969231892679761,0.995674589165641
0.807330274641812,0.965293609642702,0.967394221872189,0.995406772276675
0.803002435722673,0.962678601721778,0.965523313667703,0.995133095881625
0.798757317523752,0.95997648613266,0.963620190117251,0.994853656669029
0.794591491622048,0.957188591721139,0.961685839296503,0.994568547086181
0.790501767926923,0.954316297205716,0.959721217710102,0.994277855683919
0.786485171078835,0.95136102861099,0.957727252419843,0.993981667423043
0.782538919859674,0.948324256710416,0.955704842936037,0.993680063947706
0.778660409149246,0.945207494478087,0.953654862904809,0.993373123830216
0.774847194046137,0.94201229455004,0.951578161618759,0.993060922791011
0.77109697583787,0.938740246696298,0.949475565374098,0.99274353389695
0.767407589558763,0.935392975305365,0.947347878693858,0.992421027740607
0.763776992917048,0.931972136883367,0.945195885433819,0.992093472602847
0.760203256407934,0.928479417570304,0.943020349785429,0.991760934600642
0.756684554457973,0.924916530676177,0.940822017187919,0.991423477821814
0.753219157469666,0.921285214239874,0.938601615160176,0.991081164448143
0.74980542465475,0.917587228613856,0.93635985406148,0.99073405486813
0.746441797560791,0.913824354077717,0.934097427789023,0.990382207780473
0.743126794209239,0.909998388483729,0.931815014419115,0.99002568028925
0.739859003774404,0.906111144937447,0.929513276798086,0.989664527991621
0.736637081742395,0.902164449516418,0.927192863088175,0.989298805058805
0.733459745497094,0.898160139029938,0.924854407273043,0.988928564310972
0.730325770287118,0.89410005882272,0.922498529626995,0.988553857286627
0.727233985533544,0.889986060625187,0.920125837151525,0.988174734307
0.724183271443162,0.885820000452999,0.917736923982379,0.987791244535888
0.721172555896328,0.881603736558241,0.915332371769976,0.987403436035361
0.718200811582134,0.877339127434554,0.912912750035708,0.987011355817685
0.715267053356842,0.873028029878293,0.910478616506369,0.986615049893787
0.712370335804263,0.868672297107665,0.908030517428719,0.98621456331856
0.709509750979159,0.864273776941548,0.90556898786598,0.985809940233254
0.706684426316848,0.859834310039565,0.903094551977872,0.985401223905199
0.703893522693995,0.855355728204752,0.900607723285635,0.984988456765069
0.701136232627196,0.850839852749996,0.898109004923329,0.984571680441879
0.698411778597339,0.846288492929219,0.895598889876586,0.984150935795882
0.695719411488976,0.841703444434082,0.893077861209868,0.98372626294954
0.693058409135013,0.837086487956833,0.890546392283169,0.983297701316691
0.690428074958025,0.832439387819695,0.888004946959038,0.982865289630065
0.687827736700284,0.827763890671063,0.885453979800688,0.982429065967248
0.685256745235435,0.823061724248554,0.882893936261891,0.98198906777522
0.682714473455349,0.818334596208852,0.880325252869314,0.981545331893549
0.680200315226326,0.813584193024057,0.877748357397853,0.981097894576353
0.677713684409353,0.808812178944174,0.875163669039514,0.980646791513093
0.675254013939578,0.804020195025164,0.872571598566296,0.980192057848294
0.672820754960614,0.79920985822189,0.869972548487529,0.979733728200245
0.670413376009674,0.794382760545143,0.867366913202055,0.979271836678755
0.66803136224985,0.789540468281814,0.86475507914562,0.978806416902034
0.665674214746217,0.784684521277163,0.862137424933791,0.978337502012724
0.663341449782661,0.779816432278052,0.859514321500717,0.977865124693172
0.661032598216646,0.774937686335876,0.856886132234003,0.977389317179953
0.658747204869318,0.770049740267885,0.854253213105935,0.976910111277722
0.656484827948571,0.765154022175471,0.851615912801304,0.976427538372407
0.654245038502897,0.76025193101795,0.848974572842031,0.975941629443798
0.652027419903994,0.755344836240284,0.846329527708776,0.975452415077569
0.649831567356285,0.750434077453167,0.843681104959724,0.974959925476748
0.647657087431616,0.745520964163806,0.841029625346698,0.974464190472684
0.645503597627559,0.740606775555731,0.838375402928742,0.973965239535535
0.643370725947843,0.735692760315903,0.835718745183326,0.973463101784291
0.641258110503557,0.730780136507385,0.83305995311528,0.972957805996382
0.639165399133864,0.725870091485809,0.83039932136358,0.972449380616864
0.637092249045047,0.720963781857857,0.827737138306087,0.971937853767228
0.635038326466808,0.716062333479988,0.825073686162338,0.971423253253843
0.633003306324808,0.711166841495596,0.822409241094475,0.970905606576053
0.630986871928501,0.706278370408845,0.819744073306395,0.970384940933945
0.628988714673395,0.701397954193388,0.817078447141187,0.969861283235805
0.627008533756905,0.696526596434212,0.814412621176941,0.969334660105279
0.625046035907065,0.691665270500858,0.811746848320977,0.968805097888254
0.623100935123354,0.68681491975031,0.809081375902556,0.968272622659472
0.621172952428998,0.68197645775782,0.806416445764136,0.967737260228885
0.619261815634114,0.67715076857403,0.803752294351204,0.967199036147775
0.617367259109107,0.67233870700673,0.80108915280075,0.966657975714641
0.615489023567797,0.667541098925646,0.798427247028405,0.966114103980865
0.613626855859742,0.662758741588689,0.795766797814303,0.965567445756168
0.611780508771291,0.657992403988133,0.79310802088768,0.965018025613874
0.609949740834918,0.653242827215218,0.790451127010262,0.964465867895974
0.608134316146406,0.648510724841737,0.787796322058466,0.963910996718015
0.606334004189498,0.643796783317192,0.785143807104435,0.963353435973813
0.604548579667625,0.63910166238015,0.782493778495948,0.962793209340001
0.602777822342381,0.634425995482482,0.779846427935218,0.962230340280418
0.601021516878393,0.629770390225209,0.777201942556604,0.961664852050351
0.599279452694293,0.625135428804732,0.77456050500326,0.961096767700621
0.597551423819489,0.620521668468253,0.771922293502743,0.960526110081546
0.595837228756463,0.615929641977254,0.769287481941586,0.959952901846757
0.594136670348326,0.611359858077958,0.766656239938876,0.9593771654569
0.592449555651403,0.606812801977713,0.764028732918827,0.958798923183201
0.590775695812592,0.602288935826308,0.761405122182385,0.958218197110933
0.589114905951295,0.597788699201285,0.758785564977864,0.957635009142753
0.587467005045708,0.593312509596318,0.756170214570644,0.957049381001944
0.585831815823261,0.588860762911818,0.753559220311917,0.956461334235551
0.584209164655049,0.584433833946946,0.750952727706528,0.955870890217415
0.582598881454047,0.580032076892251,0.748350878479883,0.955278070151117
0.581000799576964,0.57565582582222,0.74575381064398,0.954682895072829
0.579414755729568,0.57130539518703,0.743161658562526,0.954085385854074
0.577840589875333,0.566981080302882,0.740574553015191,0.953485563204409
0.576278145147268,0.562683157840274,0.737992621260987,0.952883447674024
0.57472726776279,0.558411886309685,0.735415987100777,0.95227905965626
0.57318780694151,0.554167506544084,0.732844770938946,0.951672419390058
0.571659614825821,0.54995024217783,0.730279089844219,0.95106354696233
0.570142546404156,0.545760300121443,0.727719057609649,0.950452462310271
0.568636459436823,0.541597871031857,0.725164784811776,0.94983918522359
0.567141214384292,0.537463129777733,0.722616378868968,0.949223735346692
0.565656674337857,0.5333562358995,0.720073944098955,0.948606132180784
0.564182704952555,0.529277334063748,0.717537581775555,0.947986395085936
0.562719174382276,0.525226554511708,0.71500739018461,0.94736454328307
0.561265953216948,0.521204013501509,0.712483464679133,0.946740595855906
0.559822914421745,0.517209813743989,0.709965897733671,0.946114571752849
0.558389933278221,0.513244044831817,0.707454778997903,0.945486489788824
0.556966887327293,0.509306783661718,0.704950195349468,0.944856368647063
0.555553656314023,0.505398094849652,0.702452230946031,0.944224226880845
0.554150122134103,0.50151803113876,0.699960967276609,0.943590082915191
0.552756168781997,0.497666633799957,0.697476483212138,0.942953955048506
0.551371682300675,0.493843933025059,0.694998855055319,0.942315861454192
0.549996550732868,0.490049948312333,0.692528156589718,0.941675820182207
